"poll_id","pollscore","numeric_grade","transparency_score","duration","sample_size","population","hypothetical","Methodology","pct"
83938,3.7,6.3,2.2,2,5000,"rv","true","level3",37
84067,5.3,5.3,0,5,741,"lv","true","level2",50
84156,4.1,5.3,0,6,2018,"lv","true","level3",40
83421,1.2,9.3,0,3,1002,"rv","true","level4",39
83401,3.7,6.3,2.2,2,6000,"rv","true","level3",37
83372,5,6.3,0,5,1726,"a","true","level2",31
83372,5,6.3,0,5,1306,"rv","true","level2",34
83392,5.9,6,0,1,1500,"rv","true","level3",30
83392,5.9,6,0,1,1212,"lv","true","level3",34
83356,3.7,6.3,0,2,6000,"rv","true","level3",38
83433,3.4,8,0,3,2500,"rv","true","level3",41
83318,3.7,6.3,0,2,6000,"rv","true","level3",38
83316,2.2,9,0,3,1013,"lv","true","level3",41
83304,10,4,0,2,2020,"a","true","level3",33.7
83304,10,4,0,2,1663,"rv","true","level3",37.5
83292,5,6.3,0,5,1577,"a","true","level2",30
83292,5,6.3,0,5,1172,"rv","true","level2",33
83308,5.3,5,0,9,675,"rv","true","level3",41.1
83343,4.4,7,0,11,804,"a","true","level4",41
83286,5.6,5.3,0,2,500,"rv","true","level4",49
83269,3.7,6.3,0,2,6000,"rv","true","level3",39
83260,4.4,5,0,1,2068,"rv","true","level3",41
83260,4.4,5,0,1,2068,"rv","true","level3",41
83245,1.2,10,0,4,1098,"rv","true","level3",42
83236,1.9,9.3,0,6,4414,"a","true","level4",18
83218,5,6.3,0,7,1552,"a","true","level2",29
83218,5,6.3,0,7,1124,"rv","true","level2",33
83253,4.1,8,0,2,639,"lv","true","level3",31
83223,1.6,9.7,0,3,500,"rv","true","level4",39
86929,5.3,3.7,6.7,3,1057,"lv","true","level3",38.3
83288,1.2,10,0,5,1005,"a","true","level4",50
83288,1.2,10,0,5,788,"rv","true","level4",51
83209,5.6,5.3,0,2,500,"rv","true","level4",46
83171,3.7,6.3,0,2,6000,"rv","true","level3",38
83164,5.6,5.3,0,1,500,"rv","true","level4",46
83169,4.7,0,0,4,933,"a","true","level2",49.1
83142,2.2,9,0,3,1020,"lv","true","level3",42
84155,4.1,5.3,0,6,1063,"lv","true","level3",41
83187,1.2,10,0,9,3012,"rv","true","level3",39
83113,5,6.3,0,3,2068,"a","true","level2",32
83113,5,6.3,0,3,1481,"rv","true","level2",35
83099,3.7,6.3,0,2,6000,"rv","true","level3",40
83109,3.1,8,0,2,1065,"rv","true","level3",40
83117,1.2,7,0,2,2010,"lv","true","level3",44.9
83145,5,6,0,8,977,"lv","true","level3",52
83145,5,6,0,8,1120,"rv","true","level3",46
83067,1.2,9.7,0,1,1015,"rv","true","level2",36.7
83066,1.2,10,0,4,1087,"rv","true","level3",41
83083,2.5,8.7,0,4,1000,"rv","true","level4",47
83042,5.6,5.3,0,2,500,"rv","true","level4",47
83043,5.6,5.3,0,2,500,"rv","true","level4",49
83044,5.6,5.3,0,2,500,"rv","true","level4",48
83060,3.7,6.3,0,2,6000,"rv","true","level3",41
83031,4.4,5,0,1,2090,"rv","true","level3",41
83031,4.4,5,0,1,2090,"rv","true","level3",42
83032,5.3,5.3,0,3,1000,"lv","true","level2",43
83028,10,4,0,5,2020,"a","true","level3",36
83028,10,4,0,5,1679,"rv","true","level3",39.5
83020,2.5,6.3,0,6,600,"lv","true","level4",45
83118,1.2,10,0,5,913,"rv","true","level2",47
83000,5,6.3,0,3,1918,"a","true","level2",34
83000,5,6.3,0,3,1466,"rv","true","level2",36
82984,3.7,6.3,0,2,6000,"rv","true","level3",39
84316,5.3,5,0,3,1250,"rv","true","level3",41.2
82980,1.6,9.7,0,4,1000,"rv","true","level4",25.9
82983,4.7,4.7,0,1,773,"lv","true","level2",39
83022,3.4,8,0,8,1133,"a","true","level3",37
82972,4.7,0,0,2,902,"lv","true","level3",45.9
82993,1.2,9.7,0,3,1056,"rv","true","level2",28.4
83002,5.9,4,0,7,841,"rv","true","level4",36.7
82939,3.7,6.3,0,2,6000,"rv","true","level3",40
82934,3.1,7,0,2,1012,"lv","true","level2",44
82930,5,6.3,0,3,1911,"a","true","level2",36
82930,5,6.3,0,3,1496,"rv","true","level2",38
82932,5.9,6,0,0,1500,"rv","true","level3",30
82932,5.9,6,0,0,1207,"lv","true","level3",33
82927,1.2,10,0,5,1011,"rv","true","level3",40
82903,3.7,6.3,0,2,6000,"rv","true","level3",40
82911,10,4,0,2,1000,"a","true","level3",37.4
82911,10,4,0,2,853,"rv","true","level3",41.8
82924,3.7,6.3,0,2,5700,"rv","true","level3",40
82897,2.2,9,0,3,1035,"lv","true","level3",42
82897,2.2,9,0,3,1035,"lv","true","level3",38
83088,3.4,7.7,0,2,1000,"rv","true","level3",37
83088,3.4,7.7,0,2,1000,"rv","true","level3",33
82880,1.2,9.7,0,3,1064,"rv","true","level2",45.2
82873,3.1,9.3,0,4,1616,"rv","true","level4",47
82856,3.7,6.3,0,2,6000,"rv","true","level3",40
82890,4.7,0,0,4,412,"rv","true","level3",46.31
82848,4.4,5,0,1,2004,"rv","true","level3",42
82848,4.4,5,0,1,2004,"rv","true","level3",42
82876,1.2,7,0,2,2527,"lv","true","level3",43.8
82870,1.2,10,0,10,1010,"a","true","level4",51
82870,1.2,10,0,10,833,"rv","true","level4",52
82849,5.9,6,0,0,1500,"rv","true","level3",29
82849,5.9,6,0,0,1117,"lv","true","level3",33
82846,5.6,5.3,0,2,500,"rv","true","level4",45
82847,5.6,5.3,0,2,500,"rv","true","level4",47
82878,4.7,0,0,9,1000,"rv","true","level3",44
82878,4.7,0,0,9,1000,"rv","true","level3",45
82832,1.2,10,0,3,1500,"a","true","level3",38
82832,1.2,10,0,3,1302,"rv","true","level3",41
82827,5,6.3,0,3,2042,"a","true","level2",33
82827,5,6.3,0,3,1591,"rv","true","level2",36
82828,1.9,9.3,0,6,4415,"a","true","level4",33
82828,1.9,9.3,0,6,4415,"a","true","level4",19
82816,3.7,6.3,0,2,6000,"rv","true","level3",41
82875,4.1,5.3,0,6,1122,"lv","true","level3",40
82814,10,4,0,2,1009,"a","true","level3",36.3
82814,10,4,0,2,830,"rv","true","level3",41.5
82786,1.2,10,0,3,1057,"rv","true","level3",42
82788,3.7,7.7,0,6,700,"lv","true","level4",39
82788,3.7,7.7,0,6,700,"lv","true","level4",38
82768,3.7,6.3,0,2,6000,"rv","true","level3",40
84315,5.3,5,0,2,1250,"rv","true","level3",42.5
82751,0.9,10,0,5,1006,"a","true","level4",48
82751,0.9,10,0,5,900,"rv","true","level4",44
83087,5,6.7,0,6,1569,"lv","true","level3",49
82727,1.2,10,0,3,1500,"a","true","level3",36
82727,1.2,10,0,3,1357,"rv","true","level3",42
82741,6.6,4.7,0,4,1208,"rv","true","level2",44
82710,5,6.3,0,4,2044,"a","true","level2",34
82710,5,6.3,0,4,1577,"rv","true","level2",35
83124,4.7,0,0,35,6014,"a","true","level4",40
82712,3.7,6.3,0,2,6000,"rv","true","level3",41
82705,2.2,9,0,2,1012,"lv","true","level3",42
82708,5.6,5.3,0,2,500,"rv","true","level4",47
82707,3.4,8,0,8,613,"rv","true","level3",42
82688,1.2,9.7,0,1,1100,"rv","true","level2",37.2
82701,5.9,6,0,0,1500,"rv","true","level3",33
82701,5.9,6,0,0,1257,"lv","true","level3",37
82663,1.9,9.3,0,3,1005,"a","true","level4",30
82663,1.9,9.3,0,3,1005,"a","true","level4",19
82662,3.7,6.3,0,2,6000,"rv","true","level3",40
82677,10,4,0,4,2019,"a","true","level3",37.4
82677,10,4,0,4,1619,"rv","true","level3",41.6
82677,10,4,0,4,2019,"a","true","level3",38.3
82677,10,4,0,4,1619,"rv","true","level3",42.1
82726,4.1,8,0,4,501,"rv","true","level4",33
82678,5.3,5.3,0,4,677,"lv","true","level2",44
82697,1.2,7,0,2,2500,"lv","true","level3",45
82658,5.6,5.3,0,3,500,"rv","true","level4",46
82661,5.6,5.3,0,3,500,"rv","true","level4",44
82650,4.4,5,0,1,1845,"rv","true","level3",43
82650,4.4,5,0,1,1845,"rv","true","level3",43
82655,5.6,5.3,0,2,500,"rv","true","level4",45
82625,1.2,10,0,3,1027,"rv","true","level3",41
82631,5,6.3,0,3,1968,"a","true","level2",35
82631,5,6.3,0,3,1485,"rv","true","level2",37
82613,3.7,6.3,0,2,6000,"rv","true","level3",41
82609,5.6,5.3,0,2,500,"rv","true","level4",48
82610,5.6,5.3,0,2,500,"rv","true","level4",45
82683,5,4.7,0,3,1250,"rv","true","level3",43.1
82653,4.1,5.3,0,5,1214,"lv","true","level3",40
82564,3.7,6.3,0,2,5000,"rv","true","level3",41
82557,5.9,6,0,0,1500,"rv","true","level3",31
82557,5.9,6,0,0,1180,"lv","true","level3",36
82562,1.2,7,0,1,600,"lv","true","level2",48.4
82533,5,6.3,0,3,2000,"a","true","level2",35
82533,5,6.3,0,3,1562,"rv","true","level2",38
82535,3.1,7,0,4,971,"lv","true","level2",46
82516,3.7,6.3,0,2,5000,"rv","true","level3",40
82492,2.2,9,0,2,1007,"lv","true","level3",42
82483,1.2,7,0,1,605,"lv","true","level3",43.6
82493,1.2,7,0,1,2550,"lv","true","level3",45
82471,3.1,9.3,0,4,1600,"rv","true","level4",48
82514,3.7,6.3,0,2,5000,"rv","true","level3",41
82451,4.4,5,0,1,2905,"rv","true","level3",44
82451,4.4,5,0,1,2905,"rv","true","level3",42
82470,1.2,10,0,9,1004,"a","true","level4",38
82470,1.2,10,0,9,863,"rv","true","level4",42
82424,5,6.3,0,5,1978,"a","true","level2",37
82424,5,6.3,0,5,1509,"rv","true","level2",39
82450,5.9,6,0,0,1500,"rv","true","level3",35
82450,5.9,6,0,0,1250,"lv","true","level3",38
82425,1.2,10,0,4,1060,"rv","true","level3",43
82453,1.9,9.3,0,6,4410,"a","true","level4",35
82453,1.9,9.3,0,6,4410,"a","true","level4",24
82408,3.7,6.3,0,2,5000,"rv","true","level3",41
82402,1.2,9.7,0,2,1153,"rv","true","level2",46.2
82379,3.1,9.3,0,4,1635,"rv","true","level4",46
82359,3.7,6.3,0,2,5000,"rv","true","level3",42
82405,5,4.7,0,3,1125,"lv","true","level3",43.5
82344,5,6.3,0,3,2116,"a","true","level2",37
82344,5,6.3,0,3,1621,"rv","true","level2",39
82349,2.8,9.3,0,10,1452,"rv","true","level2",51
82321,3.7,6.3,0,2,5000,"rv","true","level3",40
82337,1.2,9.7,0,2,1025,"rv","true","level2",36.6
82306,1.2,7,0,3,2424,"lv","true","level3",44.7
82279,1.2,10,0,4,1014,"rv","true","level3",44
82279,1.2,10,0,4,1014,"rv","true","level3",45
82289,1.2,10,0,5,1000,"a","true","level3",36
82298,3.7,7.7,0,7,800,"rv","true","level4",43
82269,1.2,9.7,0,1,1060,"rv","true","level2",39.5
82273,3.7,6.3,0,2,6000,"rv","true","level3",41
82259,2.2,9,0,2,1023,"lv","true","level3",47
82299,3.4,8.7,0,9,680,"a","true","level4",47
82299,3.4,8.7,0,9,590,"rv","true","level4",48
82258,4.1,8.3,0,6,7512,"rv","true","level1",31
82258,4.1,8.3,0,6,5149,"lv","true","level1",34
82237,5.9,6,0,0,1500,"rv","true","level3",28
82237,5.9,6,0,0,1102,"lv","true","level3",34
82226,3.7,6.3,0,2,6000,"rv","true","level3",42
82251,5,6.3,0,3,2228,"a","true","level2",36
82251,5,6.3,0,3,1717,"rv","true","level2",37
82257,5.3,3.3,0,9,608,"lv","true","level4",49
82216,4.4,5,0,1,1838,"rv","true","level3",42
82216,4.4,5,0,1,1838,"rv","true","level3",42
82212,3.1,9.3,0,5,1429,"rv","true","level4",47
82196,1.9,9.3,0,7,887,"rv","true","level4",41
82196,1.9,9.3,0,7,1101,"a","true","level4",36
82189,3.7,6.3,0,2,6000,"rv","true","level3",41
82186,4.7,4.7,0,1,1056,"rv","true","level2",44
82213,3.4,8,0,9,1000,"rv","true","level3",36
82127,5,6.3,0,3,2194,"a","true","level2",35
82127,5,6.3,0,3,1655,"rv","true","level2",36
82129,1.2,10,0,4,1063,"rv","true","level3",44
82144,3.4,8,0,7,800,"rv","true","level3",42
82113,3.7,6.3,0,2,6000,"rv","true","level3",42
82105,5.9,6,0,1,1500,"rv","true","level3",33
82105,5.9,6,0,1,1139,"lv","true","level3",39
82086,3.7,6.3,0,2,6000,"rv","true","level3",41
82067,2.2,9,0,2,1024,"lv","true","level3",45
82042,5,6.3,0,4,2288,"a","true","level2",50
82042,5,6.3,0,4,1676,"rv","true","level2",48
82031,3.7,6.3,0,2,6000,"rv","true","level3",43
82030,1.2,9.7,0,2,1015,"rv","true","level2",39.2
82049,1.2,7,0,1,2529,"lv","true","level3",45
82046,1.2,10,0,11,1000,"a","true","level4",41
82046,1.2,10,0,11,790,"rv","true","level4",45
82015,4.4,5,0,1,2050,"rv","true","level3",42
82015,4.4,5,0,1,2050,"rv","true","level3",43
81997,1.2,10,0,3,1500,"a","true","level3",35
81997,1.2,10,0,3,1314,"rv","true","level3",43
82012,5.9,6,0,0,2000,"rv","true","level3",30
82012,5.9,6,0,0,1458,"lv","true","level3",38
82001,1.2,10,0,4,1028,"rv","true","level3",42
81991,3.7,6.3,0,2,6000,"rv","true","level3",44
82054,4.7,0,0,3,500,"lv","true","level3",48.8
81953,3.7,6.3,0,2,7500,"rv","true","level3",43
81967,3.7,8,0,3,618,"v","true","level2",43.2
81980,4.4,5.7,0,6,1035,"lv","true","level4",45
83095,3.4,7.7,0,2,1000,"rv","true","level3",39
81921,3.7,6.3,0,2,8000,"rv","true","level3",42
81878,1.2,10,0,4,1041,"rv","true","level3",43
81858,3.7,6.3,0,2,7000,"rv","true","level3",42
81853,4.4,5,0,1,1851,"rv","true","level3",43
81853,4.4,5,0,1,1851,"rv","true","level3",45
81854,2.2,9,0,2,1021,"lv","true","level3",44
81854,2.2,9,0,2,1021,"rv","true","level3",40
81806,3.7,6.3,0,2,7000,"rv","true","level3",42
81807,1.6,9.7,0,4,1000,"rv","true","level4",46.6
81772,5.9,6,0,0,1500,"rv","true","level3",34
81772,5.9,6,0,0,1162,"lv","true","level3",40
81768,1.2,10,0,4,1635,"a","true","level3",35
81768,1.2,10,0,4,1204,"rv","true","level3",44
81734,1.2,9.7,5.6,2,888,"lv","true","level2",46.9
81756,1.6,9.7,7.8,10,1300,"lv","true","level3",47
81725,1.2,10,0,7,1004,"a","true","level4",39
81725,1.2,10,0,7,840,"rv","true","level4",42
81695,5,6.3,0,1,1747,"a","true","level2",52
81694,1.2,9.7,0,1,1380,"rv","true","level2",38.8
81702,2.2,9,0,2,1036,"rv","true","level3",44
81702,2.2,9,0,2,1036,"lv","true","level3",45
81688,5.9,6,0,0,1500,"rv","true","level3",34
81688,5.9,6,0,0,1203,"lv","true","level3",39
81690,4.4,5,0,1,2212,"rv","true","level3",43
81690,4.4,5,0,1,2212,"rv","true","level3",42
81663,4.7,6.7,0,2,1007,"a","true","level3",35
81674,5,6.7,5,2,1000,"rv","true","level3",49
81646,3.7,6.3,0,5,3980,"rv","true","level3",40
81437,3.7,7.7,2.8,3,500,"lv","true","level4",46
81537,1.2,10,0,15,5050,"rv","true","level3",51
81071,4.4,5,6.7,1,2010,"rv","true","level3",39
81035,1.2,9.7,5.6,1,1000,"lv","true","level2",49.1
80715,1.6,9.7,7.8,3,500,"lv","true","level4",51.8
80715,1.6,9.7,7.8,3,500,"lv","true","level4",52.2
80724,1.2,10,10,7,1448,"a","true","level4",35
80724,1.2,10,10,7,1282,"rv","true","level4",38
80659,1.2,9.7,5.6,1,1000,"lv","true","level2",48.4
80586,4.4,5,0,1,1854,"rv","true","level3",38
80599,2.2,9,0,7,1228,"lv","true","level3",41
80600,2.2,9,0,7,773,"lv","true","level3",43
80601,2.2,9,0,7,815,"lv","true","level3",51
80602,2.2,9,0,7,751,"lv","true","level3",42
80603,2.2,9,0,7,392,"lv","true","level3",50
80604,2.2,9,0,7,506,"lv","true","level3",46
80605,2.2,9,0,7,831,"lv","true","level3",46
80606,2.2,9,0,7,522,"lv","true","level3",53
80607,2.2,9,0,7,828,"lv","true","level3",42
80608,2.2,9,0,7,600,"lv","true","level3",42
80609,2.2,9,0,7,382,"lv","true","level3",49
80610,2.2,9,0,7,373,"lv","true","level3",36
80611,2.2,9,0,7,813,"lv","true","level3",44
80612,2.2,9,0,7,320,"lv","true","level3",49
80613,2.2,9,0,7,409,"lv","true","level3",42
79839,2.2,9,0,3,1054,"rv","true","level3",21
79839,2.2,9,0,3,1054,"lv","true","level3",23
79823,1.2,10,0,4,1000,"a","true","level3",35
79823,1.2,10,0,4,1000,"a","true","level3",20
79823,1.2,10,0,4,805,"rv","true","level3",40
79823,1.2,10,0,4,805,"rv","true","level3",23
79865,5.6,4.3,0,5,900,"lv","true","level2",38
79596,1.2,10,0,4,1557,"a","true","level3",36
79596,1.2,10,0,4,1152,"rv","true","level3",42
79587,4.4,5,0,1,1885,"rv","true","level3",40
79412,2.2,9,0,3,1022,"lv","true","level3",41
79412,2.2,9,0,3,1022,"rv","true","level3",39
79412,2.2,9,0,3,1022,"lv","true","level3",42
79412,2.2,9,0,3,1022,"rv","true","level3",40
79488,5,6.3,0,1,635,"a","true","level2",53
79362,1.2,9.7,0,3,2000,"rv","true","level2",42.8
79300,4.4,5,0,1,1308,"rv","true","level3",37
79249,1.2,10,0,3,1630,"a","true","level3",37
79249,1.2,10,0,3,1630,"a","true","level3",37
79249,1.2,10,0,3,1630,"a","true","level3",36
79249,1.2,10,0,3,1239,"rv","true","level3",42
79249,1.2,10,0,3,1239,"rv","true","level3",43
79249,1.2,10,0,3,1239,"rv","true","level3",42
79206,3.7,8.7,0,4,845,"lv","true","level4",47
79016,4.4,5,0,1,1963,"rv","true","level3",38
78898,3.1,7,0,4,1004,"lv","true","level2",46
78807,4.4,5,0,1,1966,"rv","true","level3",38
78679,4.4,5,0,1,1990,"rv","true","level3",38
78698,1.2,10,0,10,1004,"a","true","level4",33
78499,4.4,5,0,1,2026,"rv","true","level3",39
78368,1.6,9.7,0,3,500,"lv","true","level4",51.8
78368,1.6,9.7,0,3,500,"lv","true","level4",53.2
78351,1.2,10,0,4,1568,"a","true","level3",32
78351,1.2,10,0,4,1189,"rv","true","level3",36
78335,3.7,6.3,0,1,2005,"rv","true","level3",39
78347,1.2,10,0,11,1000,"a","true","level4",33
78328,4.4,5,0,1,1815,"rv","true","level3",40
77982,4.4,5,0,2,1989,"rv","true","level3",36
77982,4.4,5,0,2,1989,"rv","true","level3",37
77168,4.4,5,0,1,1688,"rv","true","level3",42
76752,5,4.3,0,2,450,"lv","true","level2",49
76752,5,4.3,0,2,450,"lv","true","level2",50.6
76282,6.9,2.3,0,1,911,"lv","true","level2",44.8
75857,1.2,9.7,0,2,1200,"rv","true","level2",35.6
75620,3.7,7.7,0,6,700,"rv","true","level4",47
75814,4.7,0,0,3,519,"lv","true","level2",37
74731,2.2,9,0,7,1043,"rv","true","level3",28
74731,2.2,9,0,7,1043,"rv","true","level3",31
74812,1.9,9.3,0,4,1106,"a","true","level4",25
