poll_id,numeric_grade,pollscore,methodology,transparency_score,duration,sample_size,population,hypothetical,score
221,5.62,2.7,level3,5.3,224,5831,lv,FALSE,54.46
222,6.91,0.1,level1,6,320,100,lv,FALSE,50.01
223,5.31,2.6,level3,4.9,187,100,v,TRUE,36.48
224,10,2,level3,5.4,210,100,a,TRUE,39.5
225,0,2.5,level2,4.3,40,335,lv,FALSE,39.2
226,6.25,6.8,level2,7.1,193,100,v,FALSE,42.48
227,10,0.4,level4,9.3,27,5244,lv,FALSE,66.17
228,3.32,3.1,level1,5.4,365,4070,rv,FALSE,44.27
229,6.11,5.2,level2,6.7,147,5413,a,FALSE,44.08
230,10,1.6,level1,8.4,218,8928,v,TRUE,46.98
231,0,1.3,level2,5.4,227,6137,lv,TRUE,37.37
232,3.45,2.6,level3,5.4,52,8440,a,TRUE,37.77
233,1.87,4.5,level3,7,230,100,a,FALSE,40.67
234,9.18,2,level1,4.6,76,7002,v,FALSE,47.54
235,3.2,1,level1,5.7,229,100,lv,FALSE,44.19
236,8.54,2.6,level1,5.2,121,4267,rv,TRUE,37.35
237,4.08,0,level1,4.5,115,9490,v,FALSE,47.73
238,6.06,0.3,level1,6.6,224,11487,rv,FALSE,52.6
239,10,4.1,level1,5.8,220,2655,lv,FALSE,47.9
240,7.21,3.2,level1,9.3,158,5023,rv,FALSE,49.89
241,0,0,level4,1.7,109,100,lv,FALSE,45.79
242,4.52,3.4,level2,7,202,100,rv,FALSE,44.14
243,9.52,0,level1,4.8,178,1138,lv,FALSE,50.1
244,10,1.8,level1,5.6,279,2665,rv,FALSE,47.59
245,2.21,2.9,level4,4.4,120,538,v,FALSE,44.91
246,5.75,0.4,level2,6.9,171,100,a,FALSE,44.96
247,6.34,4.4,level3,8,365,100,rv,FALSE,50.59
248,3.74,4.3,level2,6.7,55,5906,a,FALSE,41.69
249,1.14,1.5,level1,4.6,215,6230,rv,FALSE,41.39
250,10,4.2,level4,8.4,224,404,v,TRUE,46.44
251,10,2.8,level1,5.8,138,9605,v,FALSE,52.38
252,1.04,3.5,level3,6.3,112,1277,v,FALSE,41.96
253,0,3.5,level2,5.9,37,6086,a,TRUE,27.77
254,5.56,0.6,level3,5.7,41,100,rv,FALSE,48.07
255,8.39,0,level3,6.1,157,4229,rv,TRUE,47.06
256,6.15,5.8,level1,4.5,308,4501,v,FALSE,42.93
257,10,2.8,level3,7.7,188,2648,a,TRUE,40.78
258,5.68,3.1,level3,7,338,6655,a,FALSE,50.96
259,2,0.7,level2,6.1,123,533,lv,FALSE,45.63
260,10,4.2,level4,7.4,241,100,lv,FALSE,58.61
261,5.73,5.3,level2,4.2,195,100,lv,TRUE,33.58
262,5.53,4.8,level2,7.6,219,4996,a,FALSE,45.52
263,5.61,0,level3,6.3,204,100,v,FALSE,50.95
264,6.89,0.9,level3,6.8,261,100,a,TRUE,39.4
265,0,2.6,level4,5.3,182,1314,a,FALSE,41.52
266,9.4,3.5,level3,4.8,280,1803,rv,TRUE,40.5
267,9.55,1.7,level4,5.2,232,7295,a,FALSE,56.37
268,9.18,1.2,level3,7.6,182,893,a,TRUE,41.4
269,5.02,2.8,level4,7.6,172,3740,rv,FALSE,55.54
270,7.06,1.1,level4,8.3,55,2566,v,TRUE,44.81
271,0.93,5.6,level4,5.9,118,4922,v,FALSE,46.41
272,8.11,0,level3,4.9,157,5781,lv,FALSE,58.58
273,3.4,3.3,level4,8.2,277,100,lv,FALSE,54.07
274,10,0,level1,3.7,262,100,lv,TRUE,40.32
275,2.96,1.8,level3,5.8,102,5793,v,FALSE,48.98
276,0,4.7,level3,6.9,135,100,lv,TRUE,33.55
277,7.36,4.2,level2,4.3,357,100,rv,FALSE,45.03
278,0.14,0.4,level1,3.7,42,1881,rv,TRUE,24.86
279,2.96,0.3,level3,6.7,201,1368,lv,FALSE,51.37
280,9.88,2.6,level3,8.4,211,100,lv,FALSE,57.79
281,10,1.1,level1,4.9,133,5441,a,TRUE,37.13
282,5.62,3.1,level1,5,46,7161,rv,FALSE,42.98
283,10,1,level2,4.6,144,6168,lv,TRUE,46.04
284,1.16,0.1,level4,8.2,365,317,lv,FALSE,55.91
285,10,1.9,level2,4.9,172,1064,lv,TRUE,41.72
286,6.65,0.7,level4,4.7,161,2725,a,TRUE,39.26
287,3.55,4.1,level4,4.8,201,100,v,TRUE,36.26
288,8.26,2,level1,5.1,66,100,a,FALSE,40.02
289,3.43,2.4,level4,5.1,258,5184,a,FALSE,49.71
290,6.87,4.6,level4,6.9,255,2436,v,FALSE,51.72
291,7.07,5.3,level2,6.5,148,100,v,FALSE,43.75
292,10,2.4,level4,6.7,189,7645,lv,FALSE,63.19
293,4.4,3,level3,5.1,132,3649,v,FALSE,48.82
294,5.17,4.5,level4,7.1,252,100,rv,FALSE,50.29
295,7.16,2.2,level1,1.4,17,1256,a,FALSE,34.53
296,10,0.9,level3,7.7,161,1534,a,FALSE,52.41
297,10,4,level1,6.3,245,100,a,TRUE,32.75
298,10,0.2,level3,5.4,352,286,lv,TRUE,48.72
299,10,2.1,level3,6.7,92,459,v,FALSE,52.52
300,0,1.9,level2,4.2,71,4500,lv,FALSE,44.01
301,10,1.7,level1,5.1,172,6198,rv,FALSE,50.12
302,9.68,0,level3,6.2,177,3961,a,FALSE,55.65
303,3.88,1.6,level1,3.7,259,9929,rv,FALSE,46.57
304,4.41,4.4,level3,5.9,172,4302,v,FALSE,48.63
305,1.19,1.8,level1,5.9,126,2813,lv,FALSE,40.55
306,6.62,1.6,level1,5.6,365,5402,v,FALSE,49.27
307,7.03,1.5,level2,4.1,150,521,lv,TRUE,38.13
308,0,1.2,level1,7.8,271,4862,rv,FALSE,44.31
309,0.34,2.7,level2,3.8,257,11226,v,FALSE,45.01
310,7.36,3.4,level2,3.8,139,160,lv,FALSE,46.15
311,2.56,4.7,level3,5.1,349,6372,rv,FALSE,47.45
312,5.47,0.2,level2,8.3,67,1324,rv,FALSE,48.24
313,10,3.1,level3,6.2,89,100,a,FALSE,47.99
314,4.96,2.3,level3,6.4,300,6868,lv,TRUE,46.06
315,7.17,2.9,level2,5.7,27,3496,rv,FALSE,48.24
316,9.13,1,level3,6.4,247,100,a,TRUE,41
317,2.17,2.6,level2,6.9,203,10008,lv,FALSE,52.5
318,10,0.8,level3,7.1,257,100,v,FALSE,55.87
319,10,3.5,level1,8.1,261,886,v,FALSE,48.21
320,10,1.1,level3,4.8,116,158,rv,FALSE,51.86
321,4.96,2.6,level4,5.8,115,546,rv,FALSE,49.31
322,0.81,0,level3,6.6,264,1806,v,FALSE,47.05
323,8.71,3,level1,7.2,272,10509,a,TRUE,40.63
324,9.14,4.2,level3,5.5,72,100,rv,TRUE,38.16
325,10,3.6,level2,7,60,6386,a,FALSE,49
326,10,4.1,level3,5.2,76,100,rv,FALSE,48.86
327,4.81,0.5,level3,5.5,182,5911,a,TRUE,39.63
328,2.64,2.2,level2,7.5,181,100,a,FALSE,40.75
329,9.15,2.4,level4,3.2,365,5509,v,TRUE,47.6
330,10,3.6,level2,6.3,237,100,v,TRUE,39.07
331,1.93,2.2,level3,7.4,168,100,v,FALSE,45.81
332,3.54,2.2,level4,5.5,130,100,v,FALSE,48.14
333,10,5,level4,6.9,129,100,v,TRUE,43.19
334,10,4.1,level2,4.9,121,100,v,FALSE,46.01
335,7.44,0,level1,6.3,74,998,lv,FALSE,48.48
336,0.19,1.9,level3,6,200,3772,rv,FALSE,47.29
337,4.5,1,level1,6,15,819,lv,FALSE,43.65
338,10,7,level4,4.1,66,7362,a,FALSE,48.76
339,10,1.8,level3,5.8,282,100,a,TRUE,40.82
340,6.6,4.2,level2,4.8,198,3974,a,FALSE,44.18
341,4.14,2.6,level4,5.5,238,5783,rv,TRUE,43.42
342,7.89,2.7,level2,7.5,124,3751,v,FALSE,51.93
343,7.25,3.2,level1,5.2,324,555,v,FALSE,43.49
344,3.03,2.3,level4,6,153,100,a,FALSE,45.26
345,9.03,3.7,level4,6.2,242,100,v,FALSE,53.95
346,10,3.3,level4,5.7,184,100,rv,FALSE,54.24
347,6.72,0,level1,7.2,231,4693,lv,FALSE,54.23
348,9.17,1.7,level4,5.9,139,100,a,FALSE,51.76
349,7.68,1.7,level1,6.2,307,100,a,TRUE,33.25
350,8.51,1.7,level4,4.7,131,3777,v,FALSE,56.82
351,5.81,4.1,level3,5.4,365,5148,rv,TRUE,41.76
352,10,4.7,level4,5,167,100,v,FALSE,51.97
353,7.59,1.1,level2,6.7,196,10391,a,TRUE,43.15
354,4.66,3.3,level4,7.7,121,7375,v,TRUE,44.27
355,9.19,0.7,level2,5.3,256,100,lv,FALSE,53.35
356,10,1.7,level3,2.7,202,100,a,FALSE,47.02
357,6.37,2.9,level4,4.7,247,2242,a,FALSE,47.64
358,0,2.2,level1,4.6,254,3022,rv,FALSE,39.94
359,10,1.5,level3,7.8,106,100,rv,FALSE,54.36
360,3.66,0.6,level3,6.2,266,100,rv,TRUE,38.92
361,5.27,2,level1,8.3,64,16619,v,TRUE,40.21
362,10,2.6,level1,6.6,198,5887,rv,FALSE,50.98
363,0,3.3,level3,3.7,274,8153,lv,FALSE,50.14
364,2.24,1.2,level3,6.7,24,100,v,FALSE,44.98
365,3.67,3.4,level4,4.9,139,100,v,FALSE,46.56
366,1.42,0.8,level1,6,143,100,lv,FALSE,42.05
367,10,1.7,level1,5.8,15,3012,lv,FALSE,52.25
368,10,3.2,level2,5.8,163,949,a,TRUE,35.23
369,8.67,1.5,level1,5.5,324,12759,rv,FALSE,53.91
370,4.91,1.3,level3,8.9,42,100,v,TRUE,39.93
371,4.97,2.4,level3,8.3,73,1254,lv,FALSE,51.6
372,4.39,2.6,level2,4.7,144,100,lv,TRUE,34.93
373,4.57,3.9,level1,6.3,177,2352,lv,FALSE,42.74
374,8.6,2.1,level2,7.7,193,100,lv,FALSE,53.13
375,10,0,level2,7.7,202,100,v,FALSE,53.72
376,4.84,1.5,level2,4.7,155,679,lv,FALSE,46.59
377,7.94,1.6,level4,8.1,365,100,lv,FALSE,61.09
378,0,1.1,level2,4.9,138,100,lv,TRUE,32.18
379,6.97,3,level3,6.2,49,3749,v,TRUE,41.66
380,3.15,6.3,level1,6.3,27,6644,lv,FALSE,41.42
381,10,3.7,level2,3.1,163,5545,v,FALSE,49.03
382,10,2.3,level1,5.8,129,1174,v,TRUE,35.79
383,0,3.3,level2,2.8,288,1655,v,TRUE,26.38
384,10,4.7,level3,3.1,164,100,lv,TRUE,40.04
385,4.4,2,level1,6.5,191,2676,a,FALSE,38.81
386,6.01,3.5,level3,6.5,21,6194,a,FALSE,47.22
387,10,3.3,level4,7.5,159,100,v,FALSE,55.79
388,9.42,2.3,level3,6.6,156,6196,v,FALSE,56.28
389,3.39,2.6,level2,5,43,100,lv,FALSE,43.22
390,7.95,3.5,level3,4.8,92,3351,rv,FALSE,51.17
391,4.8,2.5,level3,7.2,96,100,v,TRUE,37.46
392,10,2,level2,8.2,266,2056,lv,FALSE,55.86
393,0.38,1.6,level3,7.2,239,7754,v,FALSE,49.37
394,9.95,2.9,level1,6.3,252,809,lv,TRUE,39.87
395,10,2.4,level1,5.9,324,100,v,FALSE,47.74
396,0,1.9,level3,8.4,151,9357,rv,FALSE,52.01
397,9.26,2.8,level3,2.3,301,100,a,FALSE,45.77
398,5.21,1.3,level3,7.5,156,100,v,TRUE,39.97
399,7.11,1.3,level1,5.7,299,100,v,FALSE,45.5
400,5.59,4.6,level2,4.3,58,100,lv,TRUE,32.87
401,9.44,1.2,level4,7.3,123,2186,lv,TRUE,49.77
402,10,3,level1,4.5,274,2866,a,FALSE,42.24
403,9.04,1,level4,6.5,349,100,rv,TRUE,48.03
404,6.24,2.2,level2,6.3,179,5312,a,FALSE,47.13
405,4.97,3.1,level3,6.2,150,3429,a,TRUE,37.57
406,6.11,1,level1,3.2,246,100,rv,TRUE,31.77
407,5.76,3.4,level3,6.2,171,4498,rv,FALSE,51.27
408,7.49,2.8,level4,5.3,184,100,rv,FALSE,51.83
409,3.37,2,level1,4.9,208,781,v,FALSE,39.35
410,9,2.9,level4,4.2,292,100,lv,FALSE,56.22
411,2.67,2.6,level2,4.3,76,100,lv,TRUE,32.13
412,0.73,1.2,level3,4.7,139,6831,a,FALSE,43.62
413,7.7,0.4,level2,7.9,243,1329,rv,TRUE,41.63
414,8.33,2.7,level4,7,15,3793,v,TRUE,46.78
415,10,1,level2,6.4,313,974,rv,TRUE,42.53
416,9.57,2.4,level4,8.6,118,100,lv,TRUE,49.95
417,7.55,0,level2,8.4,79,4106,lv,TRUE,47.74
418,9.43,1.1,level1,7.4,200,100,lv,FALSE,51.73
419,2.74,2.9,level4,4.2,365,5448,rv,FALSE,51.69
420,2.1,4.1,level4,8.1,116,13285,a,TRUE,41.26
421,1.8,2.8,level3,5.7,34,2916,lv,TRUE,35.04
422,6.85,1,level1,5.6,170,4574,lv,TRUE,41.15
423,9.31,1.9,level3,6.4,300,3386,a,TRUE,44.81
424,10,4.1,level4,6.1,155,7455,v,FALSE,57.55
425,10,3.3,level3,5.3,243,100,lv,FALSE,54.43
426,7.98,3.7,level2,7,299,100,lv,FALSE,51.27
427,6.15,4,level3,5.3,15,1570,rv,TRUE,34.6
428,4.02,3.1,level3,5.2,243,901,a,FALSE,42.55
429,7.68,4.2,level2,5.6,131,100,v,TRUE,34.39
430,6.41,1,level2,4.9,177,100,a,FALSE,43.08
431,5.37,2.9,level3,6.2,365,100,rv,TRUE,39.32
432,3.96,2,level4,5.9,208,9426,a,FALSE,53.94
433,2.64,2.8,level4,5.6,264,12421,lv,FALSE,58.08
434,2.73,4.5,level1,6.7,84,5376,lv,FALSE,43.77
