"poll_id","pollscore","numeric_grade","transparency_score","duration","sample_size","population","hypothetical","Methodology"
83308,5.3,5,0,9,675,"rv","true","level3"
82848,4.4,5,0,1,2004,"rv","true","level3"
82848,4.4,5,0,1,2004,"rv","true","level3"
82683,5,4.7,0,3,1250,"rv","true","level3"
82533,5,6.3,0,3,2000,"a","true","level2"
82533,5,6.3,0,3,1562,"rv","true","level2"
82451,4.4,5,0,1,2905,"rv","true","level3"
82451,4.4,5,0,1,2905,"rv","true","level3"
82424,5,6.3,0,5,1978,"a","true","level2"
82424,5,6.3,0,5,1509,"rv","true","level2"
82453,1.9,9.3,0,6,4410,"a","true","level4"
82405,5,4.7,0,3,1125,"lv","true","level3"
82344,5,6.3,0,3,2116,"a","true","level2"
82344,5,6.3,0,3,1621,"rv","true","level2"
82306,1.2,7,0,3,2424,"lv","true","level3"
82269,1.2,9.7,0,1,1060,"rv","true","level2"
82259,2.2,9,0,2,1023,"lv","true","level3"
82250,3.1,7,0,4,1000,"lv","true","level2"
82225,3.7,6.3,0,3,2000,"rv","true","level3"
82251,5,6.3,0,3,2228,"a","true","level2"
82251,5,6.3,0,3,1717,"rv","true","level2"
82196,1.9,9.3,0,7,915,"rv","true","level4"
82196,1.9,9.3,0,7,1102,"a","true","level4"
82186,4.7,4.7,0,1,1056,"rv","true","level2"
81646,3.7,6.3,0,5,3980,"rv","true","level3"
74812,1.9,9.3,0,4,1107,"a","true","level4"
