"poll_id","pollscore","numeric_grade","transparency_score","duration","sample_size","population","hypothetical","Methodology"
88473,4.7,0,-1.1,6,411,"lv","false","level3"
88475,4.7,0,-1.1,6,411,"lv","true","level3"
88489,4.4,7,8.9,9,832,"a","false","level3"
88489,4.4,7,8.9,9,762,"rv","false","level3"
88351,1.2,10,8.9,3,1424,"rv","false","level3"
88351,1.2,10,8.9,3,1220,"lv","false","level3"
88380,1.2,9.3,8.9,4,1021,"rv","false","level3"
88380,1.2,9.3,8.9,4,764,"lv","false","level3"
88381,1.2,9.3,8.9,4,1006,"rv","false","level3"
88381,1.2,9.3,8.9,4,707,"lv","false","level3"
88402,1.2,9.3,8.9,4,787,"lv","false","level3"
88402,1.2,9.3,8.9,4,991,"rv","false","level3"
88394,5.6,5.3,7.8,2,802,"lv","false","level3"
88246,4.7,0,3.3,4,1880,"lv","true","level3"
88262,3.4,6,2.2,2,1046,"rv","false","level3"
88262,3.4,6,2.2,2,835,"lv","false","level3"
88301,1.6,9.7,7.8,2,500,"lv","true","level4"
88275,2.2,9.3,6.7,6,800,"lv","true","level3"
88286,2.2,9.3,6.7,6,800,"lv","true","level3"
88311,2.2,9.3,6.7,6,800,"lv","true","level3"
88208,1.2,10,8.9,2,1445,"rv","false","level3"
88271,2.5,8.7,3.3,4,1000,"rv","true","level4"
88243,1.2,7,3.3,1,600,"lv","false","level3"
88224,4.4,5,5.6,2,1505,"rv","false","level3"
88224,4.4,5,5.6,2,1306,"lv","false","level3"
88224,4.4,5,5.6,2,1247,"lv","false","level3"
88212,3.1,9.3,8.9,4,905,"lv","false","level4"
88213,3.1,9.3,8.9,4,1075,"lv","false","level4"
88198,5.3,5.3,5.6,5,1000,"lv","true","level3"
88204,4.7,0,4.4,5,1054,"lv","true","level2"
88204,4.7,0,4.4,5,1054,"lv","true","level2"
88229,2.2,9,6.7,5,1003,"lv","false","level3"
88206,4.1,7.3,6.7,6,1000,"lv","false","level4"
88220,4.4,7,6.7,10,812,"lv","false","level3"
88209,3.7,5.7,1.1,3,600,"lv","true","level4"
88170,1.2,10,8.9,2,1175,"rv","false","level3"
88170,1.2,10,8.9,2,1090,"lv","false","level3"
88177,1.9,9.3,9.4,2,3276,"a","false","level4"
88177,1.9,9.3,9.4,2,2772,"rv","false","level4"
88177,1.9,9.3,9.4,2,2196,"lv","false","level4"
88200,4.4,5,5.6,2,3018,"rv","false","level3"
88547,5.3,5.3,5.6,4,744,"a","true","level3"
88163,3.1,8,5.6,1,2241,"lv","false","level3"
88163,3.1,8,5.6,1,2241,"lv","false","level3"
88160,4.1,8,6.7,0,580,"lv","true","level2"
88130,1.2,10,8.9,2,1464,"rv","false","level3"
88095,3.1,9.3,8.9,4,940,"lv","false","level4"
88101,3.1,9.3,8.9,4,969,"lv","false","level4"
88105,2.2,9,8.9,4,1005,"lv","false","level3"
88105,2.2,9,8.9,4,1005,"rv","false","level3"
88134,4.4,7,8.9,11,813,"a","false","level3"
88134,4.4,7,8.9,11,749,"rv","false","level3"
88075,4.4,5,6.7,1,2358,"rv","false","level3"
88069,3.4,6,2.2,2,1015,"rv","false","level3"
88069,3.4,6,2.2,2,949,"lv","false","level3"
88038,4.7,0,3.3,4,1890,"lv","true","level3"
88135,1.2,10,10,8,822,"rv","true","level2"
88135,1.2,10,10,8,738,"lv","true","level2"
88713,5.9,6,8.9,19,5325,"a","true","level4"
88021,1.2,10,8.9,2,1389,"rv","false","level3"
88027,5.3,3.7,6.7,3,3047,"lv","false","level3"
88030,9.7,1.7,3.3,3,2000,"rv","false","level3"
88030,9.7,1.7,3.3,3,1778,"lv","false","level3"
88007,3.4,6,2.2,2,1386,"rv","true","level3"
87958,4.7,0,3.3,4,2191,"lv","true","level3"
88016,2.8,9.3,10,6,617,"lv","false","level4"
88020,2.8,9.3,10,6,976,"lv","false","level4"
88011,3.1,8.7,6.7,2,920,"lv","false","level2"
87945,1.6,9.7,7.8,3,1000,"lv","false","level4"
87950,4.7,0,5.6,4,1500,"rv","false","level3"
87929,10,4,8.9,5,2020,"a","true","level3"
87929,10,4,8.9,5,1681,"rv","true","level3"
87929,10,4,8.9,5,1511,"lv","true","level3"
87946,1.9,9.3,9.4,7,3562,"rv","true","level4"
87946,1.9,9.3,9.4,7,4253,"a","true","level4"
87920,1.2,10,8.9,2,1368,"rv","false","level3"
87999,1.9,9.3,9.4,4,2496,"a","false","level4"
87930,1.2,9.3,8.9,3,1014,"rv","false","level3"
87931,1.2,9.3,8.9,3,1014,"rv","false","level3"
87932,1.2,9.3,8.9,3,1026,"rv","false","level3"
87933,1.2,9.3,8.9,3,999,"rv","false","level3"
88006,4.7,0,4.4,3,3154,"lv","true","level3"
88006,4.7,0,4.4,3,3154,"lv","true","level3"
87918,1.2,10,8.9,4,1194,"rv","false","level3"
87918,1.2,10,8.9,4,1788,"a","true","level3"
87918,1.2,10,8.9,4,1200,"rv","true","level3"
87899,2.2,9,8.9,2,1031,"lv","true","level3"
87899,2.2,9,8.9,2,1031,"lv","false","level3"
88080,1.2,10,8.9,8,500,"a","true","level3"
88081,1.2,10,8.9,8,500,"a","true","level3"
88082,1.2,10,8.9,8,500,"a","true","level3"
87910,4.7,4.7,3.3,1,725,"rv","true","level2"
87911,4.7,4.7,3.3,1,837,"rv","true","level2"
87882,1.2,9.7,6.7,2,965,"rv","true","level2"
87893,3.4,6,2.2,2,1001,"rv","true","level3"
87893,3.4,6,2.2,2,741,"lv","true","level3"
87873,4.7,0,2.8,4,1867,"lv","true","level3"
87874,4.7,0,3.3,2,1200,"a","true","level3"
87874,4.7,0,3.3,2,1000,"rv","true","level3"
87853,1.2,10,8.9,3,1371,"rv","true","level3"
87857,3.7,8.7,10,4,924,"lv","true","level4"
87858,3.7,8.7,10,4,951,"lv","true","level4"
87859,3.7,8.7,10,4,490,"lv","true","level4"
87860,3.7,8.7,10,4,443,"lv","true","level4"
87843,10,4,8.9,4,2022,"a","true","level3"
87843,10,4,8.9,4,1698,"rv","true","level3"
87843,10,4,8.9,4,1530,"lv","true","level3"
87844,2.8,8.7,6.7,3,656,"lv","true","level2"
87810,1.2,10,8.9,2,3253,"lv","true","level3"
87845,3.4,8.7,6.7,4,691,"lv","true","level4"
87912,3.4,8,5.6,4,1003,"rv","true","level3"
87807,0,10,8.9,3,677,"rv","true","level4"
87807,0,10,8.9,3,677,"lv","true","level4"
87788,4.7,0,2.8,4,1858,"lv","true","level3"
87806,0,10,8.9,7,677,"rv","true","level4"
87806,0,10,8.9,7,677,"lv","true","level4"
87797,1.2,9.7,6.7,1,1000,"lv","true","level2"
87781,1.2,9.7,6.7,2,1000,"lv","true","level2"
87790,3.4,6,2.2,2,1015,"rv","true","level3"
87790,3.4,6,2.2,2,976,"lv","true","level3"
87808,0,10,8.9,5,655,"rv","true","level4"
87808,0,10,8.9,5,655,"lv","true","level4"
87809,0,10,8.9,5,661,"rv","true","level4"
87809,0,10,8.9,5,661,"lv","true","level4"
87760,1.2,10,8.9,2,1407,"rv","true","level3"
87794,1.9,9.3,9.4,4,2336,"a","true","level4"
87794,1.9,9.3,9.4,4,1975,"rv","true","level4"
87780,1.2,9.3,8.9,3,1105,"rv","true","level4"
87734,10,4,8.9,2,1009,"a","true","level3"
87734,10,4,8.9,2,848,"rv","true","level3"
87734,10,4,8.9,2,757,"lv","true","level3"
87729,4.7,0,3.3,3,500,"rv","true","level3"
87730,4.7,0,3.3,3,500,"rv","true","level3"
87731,4.7,0,3.3,3,500,"rv","true","level3"
87744,1.6,9.7,7.8,4,500,"lv","true","level4"
87772,5.3,5.3,5.6,4,1001,"lv","true","level3"
87785,3.7,5.7,1.1,4,600,"lv","true","level3"
87721,0,10,8.9,3,693,"rv","true","level4"
87721,0,10,8.9,3,693,"lv","true","level4"
87723,1.2,10,8.9,4,802,"rv","true","level3"
87719,0,10,8.9,3,619,"rv","true","level4"
87719,0,10,8.9,3,619,"lv","true","level4"
87720,0,10,8.9,3,661,"rv","true","level4"
87720,0,10,8.9,3,661,"lv","true","level4"
87848,5.6,4.3,3.9,8,600,"lv","true","level3"
87849,5.6,4.3,3.9,8,600,"lv","true","level3"
87850,5.6,4.3,3.9,8,600,"lv","true","level3"
87851,5.6,4.3,3.9,8,600,"lv","true","level3"
87852,5.6,4.3,3.9,8,600,"lv","true","level3"
87700,1.2,9.7,6.7,1,1000,"lv","true","level3"
87696,1.2,10,8.9,2,1413,"rv","true","level3"
87679,1.9,9.7,6.7,3,1513,"rv","true","level3"
87863,4.4,5,5.6,1,1011,"rv","true","level3"
87664,3.4,6,2.2,2,1326,"rv","true","level3"
87663,1.2,10,8.9,3,3092,"lv","true","level3"
87678,2.2,9,6.7,4,1199,"lv","true","level4"
87698,1.2,10,10,8,877,"rv","true","level2"
87698,1.2,10,10,8,801,"lv","true","level2"
87699,1.2,10,10,8,879,"rv","true","level4"
87699,1.2,10,10,8,683,"lv","true","level4"
87704,3.7,5.7,1.1,7,600,"lv","true","level4"
87628,1.2,10,8.9,3,1434,"rv","true","level3"
87643,4.7,0,5.6,3,1035,"lv","true","level3"
87640,9.7,1.7,3.3,6,1000,"lv","true","level3"
87613,4.4,5,6.7,2,2196,"rv","true","level3"
87635,1.2,9.7,6.7,2,1000,"rv","true","level3"
87642,4.7,6.7,8.9,2,786,"lv","true","level3"
87651,5.3,3.7,6.7,2,3097,"rv","true","level3"
87651,5.3,3.7,6.7,2,2919,"lv","true","level3"
87560,3.1,8,5.6,1,2083,"rv","true","level3"
87558,3.7,8.7,10,2,1445,"lv","true","level3"
87559,3.7,8.7,10,2,2875,"lv","true","level3"
87590,2.2,9,5.6,2,1980,"rv","true","level1"
87724,3.7,8.7,10,2,732,"lv","true","level3"
87725,3.7,8.7,10,2,701,"lv","true","level3"
87579,4.4,5,5.6,3,3013,"rv","true","level3"
87579,4.4,5,5.6,3,2472,"lv","true","level3"
87541,10,4,8.9,2,2016,"a","true","level3"
87541,10,4,8.9,2,1687,"rv","true","level3"
87541,10,4,8.9,2,1492,"lv","true","level3"
87557,0,10,8.9,2,1142,"rv","true","level4"
87557,0,10,8.9,2,1142,"lv","true","level4"
87561,5.3,6.7,8.9,2,5265,"a","true","level3"
87582,1.2,9.3,8.9,2,1046,"rv","true","level3"
87583,1.2,9.3,8.9,2,1034,"rv","true","level3"
87584,1.2,9.3,8.9,2,1071,"rv","true","level3"
87585,1.2,9.3,8.9,2,1012,"rv","true","level3"
87947,5,6,6.7,5,1200,"rv","true","level3"
87947,5,6,6.7,5,988,"lv","true","level3"
87947,5,6,6.7,5,1200,"rv","true","level3"
87947,5,6,6.7,5,988,"lv","true","level3"
87542,1.2,9.7,6.7,1,800,"rv","true","level2"
87543,1.2,9.7,6.7,1,800,"rv","true","level2"
87544,1.2,9.7,6.7,1,800,"rv","true","level2"
87546,1.2,9.7,6.7,1,850,"rv","true","level2"
87555,1.2,10,8.9,1,1155,"lv","true","level3"
87536,1.2,10,8.9,2,1435,"rv","true","level3"
87531,1.9,9.7,6.7,0,1117,"rv","true","level3"
87529,1.2,10,8.9,3,1178,"rv","true","level3"
87529,1.2,10,8.9,3,1178,"rv","true","level3"
87520,2.2,9,8.9,2,982,"lv","true","level3"
87521,4.4,5,5.6,2,2753,"rv","true","level3"
87521,4.4,5,5.6,2,2169,"lv","true","level3"
87524,3.1,9.3,8.9,2,1257,"rv","true","level4"
87524,3.1,9.3,8.9,2,1257,"rv","true","level4"
87532,4.7,0,3.3,7,1030,"rv","true","level3"
87491,1.6,9.7,7.8,2,500,"rv","true","level4"
87489,6.6,2.3,3.3,2,1091,"lv","true","level2"
87490,6.6,2.3,3.3,2,1087,"lv","true","level2"
87451,1.2,9.7,6.7,1,2000,"rv","true","level2"
87453,1.2,9.7,6.7,1,1000,"rv","true","level2"
87454,1.2,9.7,6.7,1,1000,"rv","true","level2"
87455,1.2,9.7,6.7,1,1000,"rv","true","level2"
87456,1.2,9.7,6.7,1,1000,"rv","true","level2"
87457,1.2,9.7,6.7,1,1000,"rv","true","level2"
87458,1.2,9.7,6.7,1,1000,"rv","true","level2"
87459,1.2,9.7,6.7,1,1000,"rv","true","level2"
87437,1.2,10,8.9,3,1404,"rv","true","level3"
87437,1.2,10,8.9,3,1404,"rv","true","level3"
87468,1.2,9.7,6.7,1,1000,"rv","true","level2"
87435,4.4,5,5.6,2,1918,"rv","true","level3"
87432,10,4,8.9,2,2019,"a","true","level3"
87432,10,4,8.9,2,1698,"rv","true","level3"
87432,10,4,8.9,2,1499,"lv","true","level3"
87432,10,4,8.9,2,2019,"a","true","level3"
87432,10,4,8.9,2,1698,"rv","true","level3"
87432,10,4,8.9,2,1499,"lv","true","level3"
87436,4.7,0,3.3,6,2100,"lv","true","level3"
87436,4.7,0,3.3,6,2100,"lv","true","level3"
87404,0,10,8.9,3,661,"rv","true","level4"
87404,0,10,8.9,3,661,"lv","true","level4"
87404,0,10,8.9,3,661,"rv","true","level4"
87404,0,10,8.9,3,661,"lv","true","level4"
87403,0,10,8.9,2,872,"rv","true","level4"
87403,0,10,8.9,2,872,"lv","true","level4"
87403,0,10,8.9,2,872,"rv","true","level4"
87403,0,10,8.9,2,872,"lv","true","level4"
87395,3.4,8,5.6,3,2295,"lv","true","level3"
87395,3.4,8,5.6,3,2535,"rv","true","level3"
87377,1.9,9.7,6.7,1,1174,"rv","true","level4"
87393,1.2,9.3,8.9,3,1210,"rv","true","level3"
87363,1.2,10,8.9,2,1443,"rv","true","level3"
87363,1.2,10,8.9,2,1443,"rv","true","level3"
87394,2.5,8.7,3.3,2,800,"rv","true","level4"
87367,1.9,9.3,9.4,4,2041,"rv","true","level4"
87361,1.2,9.7,6.7,1,1370,"rv","true","level2"
87601,2.2,9,8.9,7,601,"lv","true","level3"
87602,2.2,9,8.9,7,608,"lv","true","level3"
87603,2.2,9,8.9,7,607,"lv","true","level3"
87604,2.2,9,8.9,7,610,"lv","true","level3"
87605,2.2,9,8.9,7,612,"lv","true","level3"
87606,2.2,9,8.9,7,617,"lv","true","level3"
87607,2.2,9,8.9,7,402,"lv","true","level3"
87392,4.7,0,5.6,9,5016,"a","true","level3"
87392,4.7,0,5.6,9,4347,"rv","true","level3"
87316,3.7,6.3,2.2,4,781,"rv","true","level3"
87318,3.7,6.3,2.2,4,694,"rv","true","level3"
87322,3.7,6.3,2.2,4,695,"rv","true","level3"
87317,3.7,6.3,2.2,3,790,"rv","true","level3"
87319,3.7,6.3,2.2,3,696,"rv","true","level3"
87320,3.7,6.3,2.2,3,452,"rv","true","level3"
87321,3.7,6.3,2.2,3,794,"rv","true","level3"
87314,5.3,5.3,5.6,2,1000,"lv","true","level2"
87366,4.7,0,10,2,2067,"lv","true","level3"
87416,4.4,7,8.9,9,809,"a","true","level4"
87416,4.4,7,8.9,9,755,"rv","true","level4"
87300,1.2,10,8.9,2,1392,"rv","true","level3"
87303,4.7,0,5.6,3,1500,"rv","true","level3"
87299,1.2,10,8.9,4,2815,"lv","true","level3"
87302,0,10,8.9,4,1532,"rv","true","level4"
87302,0,10,8.9,4,1532,"lv","true","level4"
87286,4.4,5,6.7,2,2090,"rv","true","level3"
87291,1.6,9.7,7.8,2,1000,"rv","true","level4"
87294,2.8,9.3,10,2,1274,"rv","true","level4"
87304,4.4,5,5.6,2,1500,"rv","true","level3"
87304,4.4,5,5.6,2,1500,"rv","true","level3"
87354,10,4,8.9,2,1007,"a","true","level3"
87354,10,4,8.9,2,820,"rv","true","level3"
87354,10,4,8.9,2,723,"lv","true","level3"
87282,3.1,8,5.6,1,1746,"rv","true","level3"
87279,2.2,9,5.6,2,1634,"rv","true","level1"
87290,3.4,6,2.2,2,1244,"rv","true","level3"
87324,4.7,0,7.8,0,600,"rv","true","level1"
87307,4.7,0,3.3,2,600,"lv","true","level3"
87391,4.7,0,5.6,27,5169,"a","true","level3"
87391,4.7,0,5.6,27,4067,"rv","true","level3"
87277,2.5,6.3,2.2,5,600,"lv","true","level4"
87244,1.2,10,8.9,2,1406,"rv","true","level3"
87249,0,10,8.9,5,1226,"rv","true","level4"
87249,0,10,8.9,5,1226,"lv","true","level4"
87246,4.7,6.7,8.9,2,878,"lv","true","level3"
87247,3.1,9.3,8.9,4,1405,"rv","true","level4"
87280,9.7,1.7,3.3,4,2000,"rv","true","level3"
87280,9.7,1.7,3.3,4,1744,"lv","true","level3"
87334,3.1,6,0,7,800,"rv","true","level4"
87365,1.2,10,8.9,13,2750,"rv","true","level3"
87248,1.2,10,10,8,871,"rv","true","level2"
87248,1.2,10,10,8,784,"lv","true","level2"
87216,1.2,9.7,6.7,2,1000,"rv","true","level2"
87204,1.2,10,8.9,2,1396,"rv","true","level3"
87267,1.2,10,8.9,4,2015,"rv","true","level3"
87207,1.2,9.7,6.7,5,1000,"rv","true","level2"
87208,1.2,9.7,6.7,5,1000,"rv","true","level2"
87209,1.2,9.7,6.7,5,1000,"rv","true","level2"
87210,1.2,9.7,6.7,5,1000,"rv","true","level2"
87211,1.2,9.7,6.7,5,1000,"rv","true","level2"
87212,1.2,9.7,6.7,5,1000,"rv","true","level2"
87213,1.2,9.7,6.7,5,1000,"rv","true","level2"
87200,1.2,9.3,8.9,3,1095,"rv","true","level3"
87201,1.2,10,8.9,3,1011,"rv","true","level3"
87162,2.2,9,8.9,2,1013,"lv","true","level3"
87192,1.9,9.7,6.7,2,1184,"rv","true","level3"
87150,1.2,10,8.9,2,1399,"rv","true","level3"
87173,9.7,1.7,3.3,2,600,"lv","true","level3"
87165,5.3,5.3,5.6,5,500,"lv","true","level3"
87158,10,4,8.9,2,2026,"a","true","level3"
87158,10,4,8.9,2,1625,"rv","true","level3"
87158,10,4,8.9,2,1423,"lv","true","level3"
87203,1.2,10,8.9,9,1200,"rv","true","level3"
87145,1.9,9.7,6.7,3,1137,"rv","true","level3"
87152,1.9,9.7,6.7,3,1181,"rv","true","level3"
87113,1.2,9.7,6.7,1,1000,"rv","true","level2"
87102,1.2,10,8.9,2,1566,"rv","true","level3"
87110,4.1,8,5.6,0,710,"lv","true","level3"
87122,1.2,9.3,8.9,2,1107,"rv","true","level3"
87123,1.2,9.3,8.9,2,1075,"rv","true","level3"
87124,1.2,9.3,8.9,2,1069,"rv","true","level3"
87125,1.2,9.3,8.9,2,1095,"rv","true","level3"
87109,3.1,9.3,8.9,4,1203,"rv","true","level4"
87157,5.6,4.3,3.9,11,812,"lv","true","level3"
87088,5.6,3.7,2.2,4,600,"lv","true","level4"
87079,4.4,5,5.6,1,1006,"rv","true","level3"
87083,3.4,6,2.2,2,1675,"rv","true","level3"
87390,4.7,0,5.6,13,10025,"a","true","level3"
87390,4.7,0,5.6,13,8153,"rv","true","level3"
87069,1.2,9.7,6.7,1,1000,"rv","true","level2"
87108,4.7,0,1.1,1,802,"lv","true","level3"
87051,1.2,10,8.9,3,1547,"rv","true","level3"
87056,4.7,6.7,8.9,2,883,"lv","true","level3"
87034,5,3.7,2.8,3,601,"lv","true","level3"
87032,1.2,9.7,6.7,2,1100,"rv","true","level2"
87047,9.7,1.7,3.3,2,1000,"lv","true","level3"
87057,1.9,9.7,6.7,2,1122,"rv","true","level3"
87048,4.1,8,5.6,1,697,"lv","true","level3"
86985,1.2,10,8.9,2,1560,"rv","true","level3"
87002,4.7,0,3.3,5,1200,"a","true","level3"
87002,4.7,0,3.3,5,1000,"rv","true","level3"
87001,3.1,9.3,8.9,4,1374,"rv","true","level4"
87028,3.7,8.7,10,4,526,"lv","true","level4"
87029,3.7,8.7,10,4,538,"lv","true","level4"
87030,3.7,8.7,10,4,1140,"lv","true","level4"
87426,4.4,5,2.8,4,600,"rv","true","level4"
87427,4.4,5,2.8,4,600,"rv","true","level4"
87428,4.4,5,2.8,4,600,"rv","true","level4"
86967,4.4,5,6.7,1,1660,"rv","true","level3"
86960,2.2,9,8.9,3,1023,"lv","true","level3"
87003,4.7,0,0,7,490,"rv","true","level3"
87004,4.7,0,0,7,486,"rv","true","level3"
87005,4.7,0,0,7,470,"rv","true","level3"
87006,4.7,0,0,7,482,"rv","true","level3"
87007,4.7,0,0,7,468,"rv","true","level3"
87008,4.7,0,0,7,472,"rv","true","level3"
87009,4.7,0,0,7,487,"rv","true","level3"
87010,4.7,0,0,7,488,"rv","true","level3"
86965,9.7,1.7,3.3,6,1000,"lv","true","level3"
86995,1.2,10,10,9,902,"rv","true","level4"
86995,1.2,10,10,9,684,"lv","true","level4"
86949,1.2,10,8.9,2,1586,"rv","true","level3"
86958,9.7,1.7,3.3,4,2000,"rv","true","level3"
86958,9.7,1.7,3.3,4,1721,"lv","true","level3"
86988,3.4,8,5.6,7,1003,"rv","true","level3"
86953,1.2,9.3,5.6,3,1126,"rv","true","level4"
86991,3.7,6.3,2.2,5,459,"rv","true","level3"
86994,3.7,6.3,2.2,6,693,"rv","true","level3"
86987,3.7,6.3,2.2,4,795,"rv","true","level3"
86989,3.7,6.3,2.2,4,795,"rv","true","level3"
86990,3.7,6.3,2.2,4,704,"rv","true","level3"
86992,3.7,6.3,2.2,4,704,"rv","true","level3"
86993,3.7,6.3,2.2,4,812,"rv","true","level3"
86897,0,10,8.9,11,626,"rv","true","level4"
86897,0,10,8.9,11,626,"lv","true","level4"
86898,0,10,8.9,11,604,"rv","true","level4"
86898,0,10,8.9,11,604,"lv","true","level4"
86899,0,10,8.9,11,616,"rv","true","level4"
86899,0,10,8.9,11,616,"lv","true","level4"
86900,0,10,8.9,11,614,"rv","true","level4"
86900,0,10,8.9,11,614,"lv","true","level4"
86901,0,10,8.9,11,1023,"rv","true","level4"
86901,0,10,8.9,11,1023,"lv","true","level4"
86902,0,10,8.9,11,614,"rv","true","level4"
86902,0,10,8.9,11,614,"lv","true","level4"
86882,1.2,9.7,6.7,2,1115,"rv","true","level2"
86884,10,4,8.9,5,4040,"a","true","level3"
86884,10,4,8.9,5,3229,"rv","true","level3"
86884,10,4,8.9,5,2867,"lv","true","level3"
86876,1.2,10,8.9,2,1598,"rv","true","level3"
86879,3.1,9.3,8.9,4,1457,"rv","true","level4"
86849,3.4,6,2.2,2,1264,"rv","true","level3"
86848,1.6,9.7,7.8,3,1000,"rv","true","level4"
86895,0.9,8.7,10,1,1240,"lv","true","level3"
86871,9.7,1.7,3.3,2,800,"lv","true","level3"
86872,9.7,1.7,3.3,2,600,"lv","true","level3"
86773,1.2,10,8.9,2,1479,"rv","true","level3"
86847,1.9,9.3,9.4,5,2260,"a","true","level4"
87159,5.3,4.7,2.2,22,609,"rv","true","level4"
87159,5.3,4.7,2.2,22,609,"rv","true","level4"
86747,1.2,9.7,6.7,4,1000,"rv","true","level2"
86748,1.2,9.7,6.7,4,1000,"rv","true","level2"
86749,1.2,9.7,6.7,4,1000,"rv","true","level2"
86750,1.2,9.7,6.7,4,1000,"rv","true","level2"
86751,1.2,9.7,6.7,4,1000,"rv","true","level2"
86752,1.2,9.7,6.7,4,1000,"rv","true","level2"
86753,1.2,9.7,6.7,4,1000,"rv","true","level2"
86833,4.7,6.7,8.9,2,887,"lv","true","level3"
86890,4.7,0,5,4,800,"rv","true","level4"
86745,4.4,5,6.7,1,1961,"rv","true","level3"
86774,1.9,9.7,6.7,3,1109,"rv","true","level3"
86717,1.2,10,8.9,2,1470,"rv","true","level3"
86742,2.8,9.3,10,5,967,"rv","true","level4"
86839,4.7,0,3.3,7,250,"rv","true","level3"
86840,4.7,0,3.3,7,250,"rv","true","level3"
86841,4.7,0,3.3,7,250,"rv","true","level3"
86842,4.7,0,3.3,7,250,"rv","true","level3"
86843,4.7,0,3.3,7,250,"rv","true","level3"
86728,3.1,9.3,8.9,4,1429,"rv","true","level4"
86775,1.2,10,8.9,10,1200,"rv","true","level3"
87011,4.7,0,5.6,9,926,"rv","true","level4"
86730,1.6,9.7,7.8,4,500,"lv","true","level4"
86707,1.9,9.7,6.7,2,1047,"rv","true","level4"
86682,1.2,9.7,6.7,1,1308,"rv","true","level2"
86671,1.2,10,8.9,2,1358,"rv","true","level3"
86705,2.5,8.7,3.3,4,1000,"rv","true","level4"
86688,1.2,9.3,5.6,5,1128,"rv","true","level3"
86689,1.2,9.3,5.6,5,1126,"rv","true","level3"
86690,1.2,9.3,5.6,5,1141,"rv","true","level3"
86691,1.2,9.3,5.6,5,1198,"rv","true","level3"
86737,3.4,8,5.6,8,600,"rv","true","level3"
86719,3.7,6.3,2.2,7,802,"rv","true","level3"
86720,3.7,6.3,2.2,7,708,"rv","true","level3"
