"poll_id","pollscore","numeric_grade","transparency_score","duration","sample_size","population","hypothetical","Methodology"
88765,1.2,9.7,6.7,2,1000,"lv","false","level2"
88774,5.3,3.7,0,2,800,"lv","false","level3"
88775,3.4,7.7,4.4,2,2950,"lv","false","level3"
88783,3.4,6,2.2,2,1029,"rv","false","level3"
88783,3.4,6,2.2,2,813,"lv","false","level3"
88783,3.4,6,2.2,2,1029,"rv","false","level3"
88783,3.4,6,2.2,2,813,"lv","false","level3"
88762,1.2,10,8.9,5,1435,"lv","false","level3"
88756,3.4,7.7,4.4,6,787,"lv","false","level3"
88760,3.4,7.7,4.4,6,789,"lv","false","level3"
88782,4.7,0,1.1,19,2540,"rv","false","level3"
88741,4.7,0,7.8,20,400,"lv","false","level2"
88742,4.7,0,7.8,22,400,"lv","false","level2"
88743,4.7,0,7.8,40,400,"lv","false","level2"
88715,3.4,6,2.2,2,1248,"lv","false","level3"
88710,1.2,10,8.9,3,1457,"rv","false","level3"
88710,1.2,10,8.9,3,1314,"lv","false","level3"
88746,3.7,6.3,2.2,9,653,"lv","false","level3"
88747,3.7,6.3,2.2,9,1002,"lv","false","level3"
88748,3.7,6.3,2.2,9,490,"lv","false","level3"
88749,3.7,6.3,2.2,9,1065,"lv","false","level3"
88750,3.7,6.3,2.2,9,496,"lv","false","level3"
88751,3.7,6.3,2.2,9,1072,"lv","false","level3"
88752,3.7,6.3,2.2,9,1243,"lv","false","level3"
88753,3.7,6.3,2.2,9,1395,"lv","false","level3"
88754,3.7,6.3,2.2,9,2048,"lv","false","level3"
88755,3.7,6.3,2.2,9,527,"lv","false","level3"
88685,3.4,6,2.2,2,1198,"lv","false","level3"
88691,6.6,3.7,4.4,2,803,"rv","false","level2"
88721,1.2,9.7,6.7,2,1000,"lv","false","level2"
88724,5.9,6,8.9,2,620,"lv","false","level3"
88725,5.9,6,8.9,2,1141,"lv","false","level3"
88726,5.9,6,8.9,2,1009,"lv","false","level3"
88727,5.9,6,8.9,2,637,"lv","false","level3"
88728,5.9,6,8.9,2,682,"lv","false","level3"
88729,5.9,6,8.9,2,544,"lv","false","level3"
88730,5.9,6,8.9,2,838,"lv","false","level3"
88731,5.9,6,8.9,2,382,"lv","false","level3"
88732,5.9,6,8.9,2,1649,"lv","false","level3"
88733,5.9,6,8.9,2,641,"lv","false","level3"
88758,1.2,7,3.3,2,600,"lv","false","level3"
88736,1.2,9.3,8.9,3,1110,"rv","false","level3"
88736,1.2,9.3,8.9,3,870,"lv","false","level3"
88734,3.1,9.3,8.9,4,1328,"lv","false","level4"
88734,3.1,9.3,8.9,4,1328,"lv","false","level4"
88735,3.1,9.3,8.9,4,1031,"lv","false","level4"
88735,3.1,9.3,8.9,4,1031,"lv","false","level4"
88722,0.6,9.3,7.8,5,703,"lv","false","level3"
88776,3.1,8.7,6.7,5,701,"lv","false","level2"
88719,2.8,8.7,9.4,6,806,"rv","false","level3"
88697,4.7,0,7.8,36,400,"lv","false","level2"
88672,3.4,6,2.2,2,1212,"lv","false","level3"
88676,4.4,5,6.7,2,2596,"lv","false","level3"
88676,4.4,5,6.7,2,2596,"lv","false","level3"
88676,4.4,5,6.7,2,3145,"rv","false","level3"
88676,4.4,5,6.7,2,3145,"rv","false","level3"
88684,3.7,6.3,2.2,2,8647,"lv","false","level3"
88689,4.7,0,8.9,2,692,"lv","false","level3"
88703,1.9,9.3,9.4,2,807,"rv","false","level4"
88703,1.9,9.3,9.4,2,769,"lv","false","level4"
88703,1.9,9.3,9.4,2,938,"a","false","level4"
88677,6.6,2.3,3.3,3,1090,"lv","false","level2"
88704,6.6,2.3,3.3,3,1085,"lv","false","level2"
88706,6.6,2.3,3.3,3,1088,"lv","false","level2"
88674,4.7,0,7.8,36,400,"lv","false","level2"
88683,3.7,6.3,2.2,2,8901,"lv","false","level3"
88757,4.1,6.3,5.6,4,401,"lv","false","level3"
88682,3.7,6.3,2.2,2,8902,"lv","false","level3"
88759,4.4,5,5.6,2,2010,"rv","false","level3"
88759,4.4,5,5.6,2,1692,"lv","false","level3"
88759,4.4,5,5.6,2,1622,"lv","false","level3"
88759,4.4,5,5.6,2,2010,"rv","false","level3"
88759,4.4,5,5.6,2,1692,"lv","false","level3"
88759,4.4,5,5.6,2,1622,"lv","false","level3"
88670,1.2,10,8.9,3,2712,"lv","false","level3"
88708,5,6,5.6,4,600,"lv","true","level4"
88681,3.7,6.3,2.2,2,9556,"lv","false","level3"
88711,1.9,9.7,8.9,2,1401,"lv","false","level3"
88711,1.9,9.7,8.9,2,1708,"rv","false","level3"
88647,3.4,7.7,4.4,3,2945,"lv","false","level3"
88664,0,10,8.9,3,857,"rv","false","level4"
88664,0,10,8.9,3,857,"rv","false","level4"
88664,0,10,8.9,3,857,"lv","false","level4"
88664,0,10,8.9,3,857,"lv","false","level4"
88665,0,10,8.9,3,808,"lv","false","level4"
88665,0,10,8.9,3,808,"lv","false","level4"
88665,0,10,8.9,3,808,"rv","false","level4"
88665,0,10,8.9,3,808,"rv","false","level4"
88673,3.4,7.7,4.4,3,731,"lv","false","level3"
88688,3.4,8,7.2,7,700,"a","false","level3"
88690,4.7,0,5.6,8,1193,"lv","false","level3"
88690,4.7,0,5.6,8,1193,"lv","false","level3"
88738,1.6,9.7,8.9,8,600,"lv","false","level3"
88768,1.2,10,8.9,8,1091,"lv","false","level3"
88712,1.2,10,10,9,780,"rv","false","level4"
88712,1.2,10,10,9,780,"rv","true","level4"
88712,1.2,10,10,9,652,"lv","false","level4"
88712,1.2,10,10,9,652,"lv","true","level4"
88686,3.7,7.3,3.3,14,1329,"lv","false","level3"
88655,4.7,0,7.8,18,400,"lv","false","level2"
88654,4.7,0,7.8,32,400,"lv","false","level2"
88636,3.7,6.7,4.4,1,800,"lv","false","level3"
88637,3.7,6.7,4.4,1,800,"lv","false","level3"
88661,5.9,6,8.9,1,608,"lv","false","level3"
88662,5.9,6,8.9,1,707,"lv","false","level3"
88717,4.4,6.3,6.7,1,1254,"lv","true","level3"
88717,4.4,6.3,6.7,1,1254,"lv","false","level3"
88633,3.4,6,2.2,2,1079,"rv","false","level3"
88633,3.4,6,2.2,2,803,"lv","false","level3"
88633,3.4,6,2.2,2,1079,"rv","false","level3"
88633,3.4,6,2.2,2,803,"lv","false","level3"
88680,3.7,6.3,2.2,2,10188,"lv","false","level3"
88624,5.6,0,0,3,800,"lv","false","level3"
88625,5.6,0,0,3,800,"lv","false","level3"
88626,5.6,0,0,3,800,"lv","false","level3"
88627,5.6,0,0,3,800,"lv","false","level3"
88628,5.6,0,0,3,800,"lv","false","level3"
88629,5.6,0,0,3,800,"lv","false","level3"
88630,5.6,0,0,3,800,"lv","false","level3"
88737,1.6,9.7,8.9,7,800,"lv","false","level3"
88656,4.7,0,7.8,24,400,"lv","false","level2"
88657,4.7,0,7.8,29,400,"lv","false","level2"
88579,3.7,6.7,4.4,1,800,"lv","false","level3"
88604,6.6,2.3,3.3,1,1089,"lv","false","level2"
88705,4.7,0,3.9,1,5500,"rv","false","level3"
88621,5.6,3.7,4.4,2,2180,"lv","false","level2"
88679,3.7,6.3,2.2,2,10812,"lv","false","level3"
88606,1.2,9.7,6.7,3,1000,"lv","false","level2"
88607,1.2,9.7,6.7,3,1000,"lv","false","level2"
88608,1.2,9.7,6.7,3,950,"lv","false","level2"
88609,1.2,9.7,6.7,3,900,"lv","false","level2"
88610,1.2,9.7,6.7,3,1000,"lv","false","level2"
88611,1.2,9.7,6.7,3,1000,"lv","false","level2"
88612,1.2,9.7,6.7,3,1000,"lv","false","level2"
88617,0,10,8.9,3,656,"rv","false","level4"
88617,0,10,8.9,3,656,"rv","false","level4"
88617,0,10,8.9,3,656,"lv","false","level4"
88617,0,10,8.9,3,656,"lv","false","level4"
88646,4.7,0,1.1,3,600,"lv","false","level3"
88671,5.3,5.3,5.6,3,800,"lv","false","level3"
88687,3.4,5.3,0,3,818,"rv","false","level3"
88666,2.5,8.7,3.3,4,1000,"rv","true","level4"
88666,2.5,8.7,3.3,4,1000,"rv","false","level4"
88667,1.9,9.3,9.4,4,2631,"a","false","level4"
88667,1.9,9.3,9.4,4,2226,"rv","false","level4"
88667,1.9,9.3,9.4,4,1714,"lv","false","level4"
88667,1.9,9.3,9.4,4,2631,"a","false","level4"
88667,1.9,9.3,9.4,4,2226,"rv","false","level4"
88667,1.9,9.3,9.4,4,1714,"lv","false","level4"
88587,4.7,0,7.8,5,1000,"lv","false","level2"
88638,6.6,4.7,4.4,5,895,"lv","false","level2"
88700,3.7,5.7,1.1,6,600,"lv","true","level3"
88700,3.7,5.7,1.1,6,600,"lv","false","level3"
88588,4.7,0,7.8,32,400,"lv","false","level2"
88590,1.2,10,8.9,1,1414,"rv","false","level3"
88590,1.2,10,8.9,1,1230,"lv","false","level3"
88552,4.7,0,8.9,2,735,"lv","false","level3"
88574,3.1,8,5.6,2,450,"lv","false","level3"
88575,3.1,8,5.6,2,450,"lv","false","level3"
88576,3.1,8,5.6,2,450,"lv","false","level3"
88678,3.7,6.3,2.2,2,11739,"lv","false","level3"
88558,1.9,9.3,9.4,3,1272,"a","false","level4"
88558,1.9,9.3,9.4,3,1076,"rv","false","level4"
88558,1.9,9.3,9.4,3,1076,"lv","false","level4"
88558,1.9,9.3,9.4,3,1272,"a","false","level4"
88558,1.9,9.3,9.4,3,1076,"rv","false","level4"
88558,1.9,9.3,9.4,3,1076,"lv","false","level4"
88591,3.1,9.3,8.9,4,1007,"lv","false","level4"
88591,3.1,9.3,8.9,4,1007,"lv","false","level4"
88592,3.1,9.3,8.9,4,1412,"lv","false","level4"
88592,3.1,9.3,8.9,4,1412,"lv","false","level4"
88593,3.1,9.3,8.9,4,1073,"lv","false","level4"
88593,3.1,9.3,8.9,4,1073,"lv","false","level4"
88613,1.9,9.7,8.9,4,1257,"lv","false","level3"
88613,1.9,9.7,8.9,4,1410,"rv","false","level3"
88614,1.9,9.7,8.9,4,1365,"rv","false","level3"
88614,1.9,9.7,8.9,4,1186,"lv","false","level3"
88615,1.9,9.7,8.9,4,1511,"rv","false","level3"
88615,1.9,9.7,8.9,4,1327,"lv","false","level3"
88616,0.9,10,8.9,4,1002,"lv","false","level3"
88616,0.9,10,8.9,4,1002,"rv","false","level3"
88605,4.7,0,6.7,5,1037,"lv","false","level3"
88605,4.7,0,6.7,5,1037,"lv","false","level3"
88718,3.4,8,5.6,5,539,"lv","false","level3"
88718,3.4,8,5.6,5,539,"lv","false","level3"
88718,3.4,8,5.6,5,600,"rv","false","level3"
88718,3.4,8,5.6,5,600,"rv","false","level3"
88561,5.9,6,8.9,0,1918,"lv","false","level3"
88528,3.1,8,5.6,2,1001,"lv","false","level3"
88553,3.7,6.3,2.2,2,11353,"lv","false","level3"
88569,4.7,0,5.6,4,811,"rv","false","level2"
88569,4.7,0,5.6,4,775,"lv","false","level2"
88601,4.7,0,2.2,4,700,"lv","false","level3"
88634,3.4,8.3,7.8,6,4025,"rv","true","level4"
88634,3.4,8.3,7.8,6,4025,"rv","false","level4"
88550,0,10,8.9,7,3385,"lv","false","level4"
88550,0,10,8.9,7,3385,"lv","false","level4"
88555,0,10,8.9,7,622,"lv","false","level4"
88555,0,10,8.9,7,622,"lv","false","level4"
88555,0,10,8.9,7,622,"rv","false","level4"
88555,0,10,8.9,7,622,"rv","false","level4"
88525,4.7,0,7.8,19,400,"lv","false","level2"
88524,4.7,0,7.8,29,400,"lv","false","level2"
88568,3.7,6.3,2.2,2,10844,"lv","false","level3"
88551,1.6,9.7,7.8,4,500,"lv","false","level4"
88518,4.7,0,7.8,32,400,"lv","false","level2"
88523,3.4,6,2.2,2,997,"lv","false","level3"
88523,3.4,6,2.2,2,997,"lv","true","level3"
88527,1.2,10,8.9,2,1150,"rv","false","level3"
88527,1.2,10,8.9,2,1032,"lv","false","level3"
88527,1.2,10,8.9,2,1151,"rv","false","level3"
88527,1.2,10,8.9,2,1033,"lv","false","level3"
88539,10,4,8.9,2,1013,"a","false","level3"
88539,10,4,8.9,2,841,"rv","false","level3"
88539,10,4,8.9,2,755,"lv","false","level3"
88567,3.7,6.3,2.2,2,10454,"lv","false","level3"
88622,3.4,8,5.6,2,2290,"lv","false","level3"
88622,3.4,8,5.6,2,2290,"lv","false","level3"
88622,3.4,8,5.6,2,2560,"rv","false","level3"
88622,3.4,8,5.6,2,2560,"rv","false","level3"
88545,4.1,5,0,3,600,"lv","true","level4"
88669,1.2,8.7,5.6,3,625,"lv","false","level4"
88556,0,10,8.9,5,617,"lv","false","level4"
88556,0,10,8.9,5,617,"lv","false","level4"
88556,0,10,8.9,5,617,"rv","false","level4"
88556,0,10,8.9,5,617,"rv","false","level4"
88541,2.8,9.3,8.9,6,800,"lv","false","level4"
88515,0.9,8.7,10,1,1211,"lv","false","level3"
88566,3.7,6.3,2.2,2,10775,"lv","false","level3"
88513,3.4,7.7,4.4,3,2965,"lv","false","level3"
88557,3.4,7.7,4.4,3,782,"lv","false","level3"
88507,3.1,8,5.6,1,2104,"lv","false","level3"
88526,3.4,7.7,4.4,2,783,"lv","false","level3"
88565,3.7,6.3,2.2,2,11085,"lv","false","level3"
88530,5.9,6,8.9,5,555,"lv","false","level3"
88531,5.9,6,8.9,5,2946,"lv","false","level3"
88532,5.9,6,8.9,5,3783,"lv","false","level3"
88533,5.9,6,8.9,5,839,"lv","false","level3"
88534,5.9,6,8.9,5,551,"lv","false","level3"
88535,5.9,6,8.9,5,514,"lv","false","level3"
88536,5.9,6,8.9,5,753,"lv","false","level3"
88537,5.9,6,8.9,5,5686,"lv","false","level3"
88538,5.9,6,8.9,5,533,"lv","false","level3"
88500,4.7,0,7.8,7,1000,"lv","false","level2"
88618,1.2,10,3.9,8,1000,"rv","false","level3"
88648,5.3,3.7,0,8,500,"lv","false","level4"
88649,5.3,3.7,0,8,500,"lv","false","level4"
88650,5.3,3.7,0,8,500,"lv","false","level4"
88651,5.3,3.7,0,8,500,"lv","false","level4"
88652,5.3,3.7,0,8,500,"lv","false","level4"
88653,5.3,3.7,0,8,500,"lv","false","level4"
88501,4.7,0,7.8,28,400,"lv","false","level2"
88482,1.2,10,8.9,2,1463,"rv","false","level3"
88482,1.2,10,8.9,2,1261,"lv","false","level3"
88496,1.2,9.7,6.7,2,1000,"lv","false","level2"
88564,3.7,6.3,2.2,2,11274,"lv","false","level3"
88490,4.7,0,3.3,4,400,"lv","false","level3"
88506,1.9,9.7,8.9,4,1294,"lv","false","level3"
88506,1.9,9.7,8.9,4,1514,"rv","false","level3"
88514,4.1,8.3,8.9,6,3045,"lv","true","level1"
88572,3.7,5.7,1.1,7,600,"lv","false","level4"
88572,3.7,5.7,1.1,7,600,"lv","false","level4"
88504,4.1,8,6.7,0,709,"lv","false","level3"
88504,4.1,8,6.7,0,709,"lv","true","level3"
88450,3.7,6.7,4.4,1,800,"lv","false","level3"
88451,3.7,6.7,4.4,1,800,"lv","false","level3"
88452,3.7,6.7,4.4,1,800,"lv","false","level3"
88453,3.7,6.7,4.4,1,800,"lv","false","level3"
88468,6.6,2.3,3.3,2,1079,"lv","false","level2"
88484,6.6,2.3,3.3,2,1086,"lv","false","level2"
88486,4.4,5.7,2.2,2,500,"lv","false","level4"
88563,3.7,6.3,2.2,2,11568,"lv","false","level3"
88449,4.7,0,7.8,26,400,"lv","false","level2"
88447,4.7,0,7.8,33,400,"lv","false","level2"
88448,4.7,0,7.8,33,400,"lv","false","level2"
88517,5.9,6,8.9,1,1616,"lv","true","level3"
88425,6.6,3.7,4.4,2,816,"rv","false","level2"
88438,3.7,6.3,2.2,2,11381,"lv","false","level3"
88439,4.4,6.3,6.7,2,1182,"lv","true","level4"
88420,6.6,2.3,3.3,3,1090,"lv","false","level2"
88494,3.7,6,3.9,3,500,"lv","false","level4"
88431,0.9,10,8.9,4,1001,"lv","false","level3"
88431,0.9,10,8.9,4,1001,"rv","false","level3"
88457,3.1,9.3,8.9,4,953,"lv","false","level4"
88457,3.1,9.3,8.9,4,953,"lv","false","level4"
88458,3.1,9.3,8.9,4,942,"lv","false","level4"
88458,3.1,9.3,8.9,4,942,"lv","false","level4"
88580,3.1,6.7,0,4,600,"lv","false","level3"
88477,3.7,8.3,8.3,8,1068,"lv","false","level4"
88503,3.4,8.3,7.8,9,814,"rv","false","level3"
88503,3.4,8.3,7.8,9,589,"lv","false","level3"
88421,4.7,0,7.8,31,400,"lv","false","level2"
88461,1.2,9.7,6.7,1,920,"lv","false","level3"
88462,1.2,9.7,6.7,1,850,"lv","false","level3"
88465,1.2,9.7,6.7,1,1000,"lv","false","level3"
88603,4.7,4.7,3.3,1,612,"lv","false","level2"
88437,3.7,6.3,2.2,2,11289,"lv","false","level3"
88586,4.7,0,10,5,863,"lv","true","level3"
88436,3.7,6.3,2.2,2,11003,"lv","false","level3"
88459,3.4,7.7,4.4,2,779,"lv","false","level3"
88497,3.4,7.7,4.4,2,774,"lv","false","level3"
88512,3.4,7.7,4.4,2,780,"lv","false","level3"
88440,3.4,7.7,4.4,3,789,"lv","false","level3"
88554,1.2,10,6.1,4,848,"lv","false","level3"
88508,4.7,0,6.7,9,1000,"lv","false","level3"
88398,5.9,6,8.9,1,2021,"lv","false","level3"
88418,4.7,4.7,3.3,1,808,"rv","false","level2"
88418,4.7,4.7,3.3,1,808,"rv","false","level2"
88419,4.7,4.7,3.3,1,759,"rv","false","level2"
88419,4.7,4.7,3.3,1,759,"rv","false","level2"
88407,0,10,8.9,2,680,"rv","false","level4"
88407,0,10,8.9,2,680,"rv","false","level4"
88407,0,10,8.9,2,680,"lv","false","level4"
88407,0,10,8.9,2,680,"lv","false","level4"
88435,3.7,6.3,2.2,2,11155,"lv","false","level3"
88393,0.6,9.3,7.8,3,646,"lv","false","level3"
88423,3.1,8.7,6.7,3,1005,"lv","false","level2"
88373,4.7,0,3.3,4,1735,"lv","false","level3"
88373,4.7,0,3.3,4,1735,"lv","true","level3"
88404,0,10,8.9,5,688,"rv","false","level4"
88404,0,10,8.9,5,688,"rv","false","level4"
88404,0,10,8.9,5,688,"lv","false","level4"
88404,0,10,8.9,5,688,"lv","false","level4"
88405,0,10,8.9,5,687,"rv","false","level4"
88405,0,10,8.9,5,687,"rv","false","level4"
88405,0,10,8.9,5,687,"lv","false","level4"
88405,0,10,8.9,5,687,"lv","false","level4"
88406,0,10,8.9,5,680,"rv","false","level4"
88406,0,10,8.9,5,680,"rv","false","level4"
88406,0,10,8.9,5,680,"lv","false","level4"
88406,0,10,8.9,5,680,"lv","false","level4"
88488,1.2,10,10,8,882,"rv","false","level4"
88488,1.2,10,10,8,798,"lv","false","level4"
88488,1.2,10,10,8,882,"rv","true","level4"
88488,1.2,10,10,8,798,"lv","true","level4"
88374,2.2,9,8.9,2,1005,"lv","false","level3"
88374,2.2,9,8.9,2,1005,"lv","true","level3"
88375,10,4,8.9,2,2021,"a","false","level3"
88375,10,4,8.9,2,1663,"rv","false","level3"
88375,10,4,8.9,2,1524,"lv","false","level3"
88378,3.4,6,2.2,2,1044,"rv","false","level3"
88378,3.4,6,2.2,2,736,"lv","false","level3"
88378,3.4,6,2.2,2,1044,"rv","false","level3"
88378,3.4,6,2.2,2,736,"lv","false","level3"
88382,4.7,0,5,2,628,"lv","false","level3"
88391,1.2,9.7,6.7,2,1000,"lv","false","level3"
88392,3.4,7.7,4.4,2,2952,"lv","false","level3"
88434,3.7,6.3,2.2,2,10966,"lv","false","level3"
88417,5,4.3,0,3,600,"lv","false","level2"
88395,2.8,9.3,10,5,931,"lv","false","level1"
88397,2.8,9.3,10,5,749,"lv","false","level1"
88410,2.2,9,5.6,5,946,"lv","false","level1"
88410,2.2,9,5.6,5,946,"lv","false","level1"
88411,2.2,9,5.6,5,918,"lv","true","level1"
88411,2.2,9,5.6,5,918,"lv","false","level1"
88412,2.2,9,5.6,5,858,"lv","false","level1"
88412,2.2,9,5.6,5,858,"lv","false","level1"
88413,2.2,9,5.6,5,1775,"lv","false","level1"
88413,2.2,9,5.6,5,1775,"lv","false","level1"
88414,2.2,9,5.6,5,1077,"lv","true","level1"
88414,2.2,9,5.6,5,1077,"lv","false","level1"
88415,2.2,9,5.6,5,1173,"lv","false","level1"
88415,2.2,9,5.6,5,1173,"lv","false","level1"
88416,2.2,9,5.6,5,1200,"lv","false","level1"
88416,2.2,9,5.6,5,1200,"lv","false","level1"
88383,3.7,6.3,2.2,6,977,"rv","false","level3"
88383,3.7,6.3,2.2,6,977,"rv","false","level3"
88383,3.7,6.3,2.2,6,926,"lv","false","level3"
88383,3.7,6.3,2.2,6,926,"lv","false","level3"
88384,3.7,6.3,2.2,6,989,"rv","false","level3"
88384,3.7,6.3,2.2,6,989,"rv","false","level3"
88384,3.7,6.3,2.2,6,913,"lv","false","level3"
88384,3.7,6.3,2.2,6,913,"lv","false","level3"
88385,3.7,6.3,2.2,6,894,"rv","false","level3"
88385,3.7,6.3,2.2,6,894,"rv","false","level3"
88385,3.7,6.3,2.2,6,800,"lv","false","level3"
88385,3.7,6.3,2.2,6,800,"lv","false","level3"
88386,3.7,6.3,2.2,6,574,"rv","false","level3"
88386,3.7,6.3,2.2,6,574,"rv","false","level3"
88386,3.7,6.3,2.2,6,516,"lv","false","level3"
88386,3.7,6.3,2.2,6,516,"lv","false","level3"
88387,3.7,6.3,2.2,6,889,"rv","false","level3"
88387,3.7,6.3,2.2,6,889,"rv","false","level3"
88387,3.7,6.3,2.2,6,828,"lv","false","level3"
88387,3.7,6.3,2.2,6,828,"lv","false","level3"
88388,3.7,6.3,2.2,6,993,"rv","false","level3"
88388,3.7,6.3,2.2,6,993,"rv","false","level3"
88388,3.7,6.3,2.2,6,924,"lv","false","level3"
88388,3.7,6.3,2.2,6,924,"lv","false","level3"
88389,3.7,6.3,2.2,6,849,"rv","false","level3"
88389,3.7,6.3,2.2,6,849,"rv","false","level3"
88389,3.7,6.3,2.2,6,785,"lv","false","level3"
88389,3.7,6.3,2.2,6,785,"lv","false","level3"
88469,4.7,0,-1.1,6,409,"lv","false","level3"
88469,4.7,0,-1.1,6,409,"lv","false","level3"
88470,4.7,0,-1.1,6,411,"lv","false","level3"
88470,4.7,0,-1.1,6,411,"lv","false","level3"
88471,4.7,0,-1.1,6,416,"lv","true","level3"
88471,4.7,0,-1.1,6,416,"lv","false","level3"
88472,4.7,0,-1.1,6,409,"lv","false","level3"
88472,4.7,0,-1.1,6,409,"lv","false","level3"
88473,4.7,0,-1.1,6,411,"lv","false","level3"
88473,4.7,0,-1.1,6,411,"lv","false","level3"
88474,4.7,0,-1.1,6,474,"lv","false","level3"
88474,4.7,0,-1.1,6,474,"lv","false","level3"
88475,4.7,0,-1.1,6,411,"lv","true","level3"
88475,4.7,0,-1.1,6,411,"lv","false","level3"
88489,4.4,7,8.9,9,832,"a","false","level3"
88489,4.4,7,8.9,9,762,"rv","false","level3"
88422,4.7,0,4.4,13,1685,"lv","true","level1"
88370,4.7,0,7.8,24,400,"lv","false","level2"
88364,1.2,9.7,6.7,2,950,"lv","false","level3"
88365,1.2,9.7,6.7,2,860,"lv","false","level3"
88433,3.7,6.3,2.2,2,11167,"lv","false","level3"
88351,1.2,10,8.9,3,1424,"rv","false","level3"
88351,1.2,10,8.9,3,1220,"lv","false","level3"
88361,1.2,10,8.9,4,1441,"lv","false","level3"
88380,1.2,9.3,8.9,4,1021,"rv","false","level3"
88380,1.2,9.3,8.9,4,764,"lv","false","level3"
88380,1.2,9.3,8.9,4,1021,"rv","false","level3"
88380,1.2,9.3,8.9,4,764,"lv","false","level3"
88381,1.2,9.3,8.9,4,1006,"rv","false","level3"
88381,1.2,9.3,8.9,4,707,"lv","false","level3"
88381,1.2,9.3,8.9,4,1006,"rv","false","level3"
88381,1.2,9.3,8.9,4,707,"lv","false","level3"
88402,1.2,9.3,8.9,4,787,"lv","false","level3"
88402,1.2,9.3,8.9,4,991,"rv","false","level3"
88402,1.2,9.3,8.9,4,787,"lv","false","level3"
88402,1.2,9.3,8.9,4,991,"rv","false","level3"
88403,1.2,9.3,8.9,4,775,"lv","false","level3"
88403,1.2,9.3,8.9,4,1021,"rv","false","level3"
88403,1.2,9.3,8.9,4,775,"lv","false","level3"
88403,1.2,9.3,8.9,4,1021,"rv","false","level3"
88363,1.9,9.7,8.9,5,1416,"rv","false","level3"
88363,1.9,9.7,8.9,5,1264,"lv","false","level3"
88366,1.9,9.7,8.9,5,1507,"rv","false","level3"
88366,1.9,9.7,8.9,5,1348,"lv","false","level3"
88368,1.9,9.7,8.9,5,1420,"rv","false","level3"
88368,1.9,9.7,8.9,5,1220,"lv","false","level3"
88390,1.6,9.7,7.8,5,500,"lv","false","level4"
88399,4.1,5.3,0,5,1000,"lv","false","level3"
88340,4.7,0,7.8,6,1000,"lv","false","level2"
88430,3.7,5.7,1.1,7,600,"lv","false","level3"
88430,3.7,5.7,1.1,7,600,"lv","false","level3"
88341,4.7,0,7.8,17,400,"lv","false","level2"
88432,3.7,6.3,2.2,2,11157,"lv","false","level3"
88331,4.7,0,3.3,3,600,"rv","false","level3"
88332,4.7,0,3.3,3,600,"rv","false","level3"
88333,4.7,0,3.3,3,600,"rv","false","level3"
88338,0.6,9.3,7.8,3,558,"lv","false","level2"
88362,3.7,8.3,7.8,4,1012,"lv","false","level3"
88362,3.7,8.3,7.8,4,1012,"lv","false","level3"
88362,3.7,8.3,7.8,4,1012,"rv","false","level3"
88362,3.7,8.3,7.8,4,1012,"rv","false","level3"
88376,3.4,7.7,4.4,6,788,"lv","false","level3"
88304,3.7,6.3,2.2,2,11057,"lv","false","level3"
88358,1.9,9.3,9.4,2,871,"rv","false","level4"
88358,1.9,9.3,9.4,2,785,"lv","false","level4"
88358,1.9,9.3,9.4,2,1029,"a","false","level4"
88325,2.8,9.3,10,3,2074,"lv","false","level4"
