"pollscore","numeric_grade","duration","sample_size","population","party","hypothetical","internal","pct"
0.4,1.8,2,682,"lv","REP","false","true",47
0.4,1.8,2,682,"lv","LIB","false","true",1
0.4,1.8,2,682,"lv","GRE","false","true",0
0.4,1.8,2,544,"lv","DEM","false","true",51
0.4,1.8,2,544,"lv","REP","false","true",43
0.4,1.8,2,544,"lv","LIB","false","true",0
0.4,1.8,2,544,"lv","GRE","false","true",1
0.4,1.8,2,838,"lv","DEM","false","true",47
0.4,1.8,2,838,"lv","REP","false","true",47
0.4,1.8,2,838,"lv","LIB","false","true",1
0.4,1.8,2,838,"lv","GRE","false","true",0
0.4,1.8,2,382,"lv","DEM","false","true",49
0.4,1.8,2,382,"lv","REP","false","true",45
0.4,1.8,2,382,"lv","LIB","false","true",1
0.4,1.8,2,382,"lv","GRE","false","true",2
0.4,1.8,2,1649,"lv","DEM","false","true",48
0.4,1.8,2,1649,"lv","REP","false","true",48
0.4,1.8,2,1649,"lv","LIB","false","true",1
0.4,1.8,2,1649,"lv","GRE","false","true",0
0.4,1.8,2,641,"lv","DEM","false","true",48
0.4,1.8,2,641,"lv","REP","false","true",47
0.4,1.8,2,641,"lv","LIB","false","true",1
0.4,1.8,2,641,"lv","GRE","false","true",1
-1.1,2.1,2,600,"lv","DEM","false","true",46.6
-1.1,2.1,2,600,"lv","REP","false","true",47.2
-1.1,2.1,2,600,"lv","LIB","false","true",0.9
-1.1,2.1,2,600,"lv","CON","false","true",0.1
-1.1,2.1,2,600,"lv","GRE","false","true",0.4
-1.1,2.1,2,600,"lv","IND","false","true",0.6
-1.1,2.8,3,1110,"rv","DEM","false","false",48
-1.1,2.8,3,1110,"rv","REP","false","false",50
-1.1,2.8,3,870,"lv","DEM","false","false",48
-1.1,2.8,3,870,"lv","REP","false","false",50
-0.5,2.8,4,1328,"lv","DEM","false","true",45
-0.5,2.8,4,1328,"lv","REP","false","true",52
-0.5,2.8,4,1328,"lv","GRE","false","true",1
-0.5,2.8,4,1328,"lv","LIB","false","true",1
-0.5,2.8,4,1328,"lv","DEM","false","true",46
-0.5,2.8,4,1328,"lv","REP","false","true",52
-0.5,2.8,4,1031,"lv","DEM","false","true",49
-0.5,2.8,4,1031,"lv","REP","false","true",47
-0.5,2.8,4,1031,"lv","GRE","false","true",0
-0.5,2.8,4,1031,"lv","LIB","false","true",1
-0.5,2.8,4,1031,"lv","IND","false","true",0
-0.5,2.8,4,1031,"lv","CON","false","true",0
-0.5,2.8,4,1031,"lv","DEM","false","true",50
-0.5,2.8,4,1031,"lv","REP","false","true",47
-1.3,2.8,5,703,"lv","DEM","false","true",57
-1.3,2.8,5,703,"lv","REP","false","true",35
-0.5,2.6,5,701,"lv","DEM","false","true",45.8
-0.5,2.6,5,701,"lv","REP","false","true",48.9
-0.5,2.6,5,701,"lv","LIB","false","true",0.4
-0.5,2.6,5,701,"lv","GRE","false","true",1.4
-0.6,2.6,6,806,"rv","DEM","false","true",50
-0.6,2.6,6,806,"rv","REP","false","true",47
0,0,36,400,"lv","DEM","false","false",62.9
0,0,36,400,"lv","REP","false","false",37.1
-0.4,1.8,2,1212,"lv","DEM","false","true",49
-0.4,1.8,2,1212,"lv","REP","false","true",46
-0.1,1.5,2,2596,"lv","DEM","false","true",49
-0.1,1.5,2,2596,"lv","REP","false","true",48
-0.1,1.5,2,2596,"lv","IND","false","true",1
-0.1,1.5,2,2596,"lv","GRE","false","true",1
-0.1,1.5,2,2596,"lv","DEM","false","true",51
-0.1,1.5,2,2596,"lv","REP","false","true",49
-0.1,1.5,2,3145,"rv","DEM","false","true",51
-0.1,1.5,2,3145,"rv","REP","false","true",49
-0.1,1.5,2,3145,"rv","DEM","false","true",49
-0.1,1.5,2,3145,"rv","REP","false","true",48
-0.1,1.5,2,3145,"rv","IND","false","true",2
-0.1,1.5,2,3145,"rv","GRE","false","true",1
-0.3,1.9,2,8647,"lv","DEM","false","true",50
-0.3,1.9,2,8647,"lv","REP","false","true",46
0,0,2,692,"lv","DEM","false","true",49
0,0,2,692,"lv","REP","false","true",48
-0.9,2.8,2,807,"rv","DEM","false","true",45
-0.9,2.8,2,807,"rv","REP","false","true",42
-0.9,2.8,2,769,"lv","DEM","false","true",47
-0.9,2.8,2,769,"lv","REP","false","true",44
-0.9,2.8,2,938,"a","DEM","false","true",41
-0.9,2.8,2,938,"a","REP","false","true",37
0.6,0.7,3,1090,"lv","DEM","false","false",46
0.6,0.7,3,1090,"lv","REP","false","false",47.5
0.6,0.7,3,1085,"lv","DEM","false","false",44.6
0.6,0.7,3,1085,"lv","REP","false","false",46.5
0.6,0.7,3,1088,"lv","DEM","false","false",45.6
0.6,0.7,3,1088,"lv","REP","false","false",44.8
0,0,36,400,"lv","DEM","false","false",60
0,0,36,400,"lv","REP","false","false",40
-0.3,1.9,2,8901,"lv","DEM","false","true",50
-0.3,1.9,2,8901,"lv","REP","false","true",46
-0.2,1.9,4,401,"lv","DEM","false","true",57
-0.2,1.9,4,401,"lv","REP","false","true",32
-0.3,1.9,2,8902,"lv","DEM","false","true",50
-0.3,1.9,2,8902,"lv","REP","false","true",46
-0.1,1.5,2,2010,"rv","DEM","false","true",51
-0.1,1.5,2,2010,"rv","REP","false","true",49
-0.1,1.5,2,1692,"lv","DEM","false","true",51
-0.1,1.5,2,1692,"lv","REP","false","true",49
-0.1,1.5,2,1622,"lv","DEM","false","true",51
-0.1,1.5,2,1622,"lv","REP","false","true",49
-0.1,1.5,2,2010,"rv","DEM","false","true",49
-0.1,1.5,2,2010,"rv","REP","false","true",46
-0.1,1.5,2,2010,"rv","IND","false","true",2
-0.1,1.5,2,2010,"rv","GRE","false","true",2
-0.1,1.5,2,1692,"lv","DEM","false","true",49
-0.1,1.5,2,1692,"lv","REP","false","true",48
-0.1,1.5,2,1692,"lv","IND","false","true",1
-0.1,1.5,2,1692,"lv","GRE","false","true",1
-0.1,1.5,2,1622,"lv","DEM","false","true",49
-0.1,1.5,2,1622,"lv","REP","false","true",49
-0.1,1.5,2,1622,"lv","IND","false","true",1
-0.1,1.5,2,1622,"lv","GRE","false","true",1
-1.1,3,3,2712,"lv","DEM","false","true",51
-1.1,3,3,2712,"lv","REP","false","true",48
0.1,1.8,4,600,"lv","DEM","true","true",44.9
0.1,1.8,4,600,"lv","REP","true","true",44
0.1,1.8,4,600,"lv","IND","true","true",2.6
0.1,1.8,4,600,"lv","GRE","true","true",2.1
0.1,1.8,4,600,"lv","IND","true","true",0.5
0.1,1.8,4,600,"lv","IND","true","true",0
0.1,1.8,4,600,"lv","CON","true","true",0
0.1,1.8,4,600,"lv","LIB","true","true",1.2
-0.3,1.9,2,9556,"lv","DEM","false","true",50
-0.3,1.9,2,9556,"lv","REP","false","true",46
-0.9,2.9,2,1401,"lv","DEM","false","false",52
-0.9,2.9,2,1401,"lv","REP","false","false",47
-0.9,2.9,2,1708,"rv","DEM","false","false",51
-0.9,2.9,2,1708,"rv","REP","false","false",48
-0.4,2.3,3,2945,"lv","DEM","false","true",50
-0.4,2.3,3,2945,"lv","REP","false","true",47
-1.5,3,3,857,"rv","DEM","false","true",50
-1.5,3,3,857,"rv","REP","false","true",47
-1.5,3,3,857,"rv","DEM","false","true",49
-1.5,3,3,857,"rv","REP","false","true",45
-1.5,3,3,857,"rv","GRE","false","true",2
-1.5,3,3,857,"rv","LIB","false","true",1
-1.5,3,3,857,"lv","DEM","false","true",50
-1.5,3,3,857,"lv","REP","false","true",47
-1.5,3,3,857,"lv","DEM","false","true",49
-1.5,3,3,857,"lv","REP","false","true",45
-1.5,3,3,857,"lv","GRE","false","true",1
-1.5,3,3,857,"lv","LIB","false","true",0
-1.5,3,3,808,"lv","DEM","false","true",46
-1.5,3,3,808,"lv","REP","false","true",51
-1.5,3,3,808,"lv","DEM","false","true",45
-1.5,3,3,808,"lv","REP","false","true",50
-1.5,3,3,808,"lv","GRE","false","true",1
-1.5,3,3,808,"lv","LIB","false","true",0
-1.5,3,3,808,"rv","DEM","false","true",45
-1.5,3,3,808,"rv","REP","false","true",51
-1.5,3,3,808,"rv","DEM","false","true",44
-1.5,3,3,808,"rv","REP","false","true",49
-1.5,3,3,808,"rv","GRE","false","true",2
-1.5,3,3,808,"rv","LIB","false","true",1
-0.4,2.3,3,731,"lv","DEM","false","true",47
-0.4,2.3,3,731,"lv","REP","false","true",50
-0.4,2.4,7,700,"a","DEM","false","false",56
-0.4,2.4,7,700,"a","REP","false","false",30
-0.4,2.4,7,700,"a","GRE","false","false",2
-0.4,2.4,7,700,"a","LIB","false","false",1
-0.4,2.4,7,700,"a","PSL","false","false",1
-0.4,2.4,7,700,"a","IND","false","false",1
0,0,8,1193,"lv","DEM","false","true",47.6
0,0,8,1193,"lv","REP","false","true",49
0,0,8,1193,"lv","GRE","false","true",1.7
0,0,8,1193,"lv","LIB","false","true",0.2
0,0,8,1193,"lv","DEM","false","true",49.5
0,0,8,1193,"lv","REP","false","true",50.5
-1,2.9,8,600,"lv","DEM","false","false",50
-1,2.9,8,600,"lv","REP","false","false",41
-1,2.9,8,600,"lv","GRE","false","false",1
-1,2.9,8,600,"lv","LIB","false","false",1
-1.1,3,8,1091,"lv","DEM","false","true",46
-1.1,3,8,1091,"lv","REP","false","true",51
-1.1,3,8,1091,"lv","GRE","false","true",2
-1.1,3,8,1091,"lv","LIB","false","true",1
-1.1,3,9,780,"rv","DEM","false","true",50
-1.1,3,9,780,"rv","REP","false","true",50
-1.1,3,9,780,"rv","DEM","true","true",43
-1.1,3,9,780,"rv","REP","true","true",39
-1.1,3,9,780,"rv","IND","true","true",10
-1.1,3,9,780,"rv","LIB","true","true",3
-1.1,3,9,780,"rv","GRE","true","true",1
-1.1,3,9,780,"rv","IND","true","true",3
-1.1,3,9,652,"lv","DEM","false","true",50
-1.1,3,9,652,"lv","REP","false","true",50
-1.1,3,9,652,"lv","DEM","true","true",44
-1.1,3,9,652,"lv","REP","true","true",41
-1.1,3,9,652,"lv","IND","true","true",9
-1.1,3,9,652,"lv","LIB","true","true",2
-1.1,3,9,652,"lv","GRE","true","true",1
-1.1,3,9,652,"lv","IND","true","true",2
-0.3,2.2,14,1329,"lv","DEM","false","true",46
-0.3,2.2,14,1329,"lv","REP","false","true",51
-0.3,2.2,14,1329,"lv","GRE","false","true",1
-0.3,2.2,14,1329,"lv","LIB","false","true",0
0,0,18,400,"lv","DEM","false","false",63.5
0,0,18,400,"lv","REP","false","false",36.5
0,0,32,400,"lv","DEM","false","false",42.8
0,0,32,400,"lv","REP","false","false",57.2
-0.3,2,1,800,"lv","DEM","false","true",46
-0.3,2,1,800,"lv","REP","false","true",48
-0.3,2,1,800,"lv","DEM","false","true",48
-0.3,2,1,800,"lv","REP","false","true",48
0.4,1.8,1,608,"lv","DEM","false","true",47
0.4,1.8,1,608,"lv","REP","false","true",48
0.4,1.8,1,608,"lv","LIB","false","true",1
0.4,1.8,1,608,"lv","GRE","false","true",1
0.4,1.8,1,707,"lv","DEM","false","true",46
0.4,1.8,1,707,"lv","REP","false","true",48
0.4,1.8,1,707,"lv","LIB","false","true",1
0.4,1.8,1,707,"lv","GRE","false","true",0
-0.1,1.9,1,1254,"lv","DEM","true","true",43
-0.1,1.9,1,1254,"lv","REP","true","true",50
-0.1,1.9,1,1254,"lv","IND","true","true",7
-0.1,1.9,1,1254,"lv","DEM","false","true",46
-0.1,1.9,1,1254,"lv","REP","false","true",54
-0.4,1.8,2,1079,"rv","DEM","false","true",49.2
-0.4,1.8,2,1079,"rv","REP","false","true",45.3
-0.4,1.8,2,803,"lv","DEM","false","true",47.5
-0.4,1.8,2,803,"lv","REP","false","true",48.9
-0.4,1.8,2,1079,"rv","DEM","false","true",48.5
-0.4,1.8,2,1079,"rv","REP","false","true",44.9
-0.4,1.8,2,1079,"rv","IND","false","true",1.3
-0.4,1.8,2,1079,"rv","GRE","false","true",0.5
-0.4,1.8,2,803,"lv","DEM","false","true",48.3
-0.4,1.8,2,803,"lv","REP","false","true",49
-0.4,1.8,2,803,"lv","IND","false","true",1.3
-0.4,1.8,2,803,"lv","GRE","false","true",0.2
-0.3,1.9,2,10188,"lv","DEM","false","true",50
-0.3,1.9,2,10188,"lv","REP","false","true",46
0.3,0,3,800,"lv","DEM","false","true",46
0.3,0,3,800,"lv","REP","false","true",49
0.3,0,3,800,"lv","DEM","false","true",45
0.3,0,3,800,"lv","REP","false","true",50
0.3,0,3,800,"lv","DEM","false","true",48
0.3,0,3,800,"lv","REP","false","true",49
0.3,0,3,800,"lv","DEM","false","true",47
0.3,0,3,800,"lv","REP","false","true",50
0.3,0,3,800,"lv","DEM","false","true",47
0.3,0,3,800,"lv","REP","false","true",48
0.3,0,3,800,"lv","DEM","false","true",48
0.3,0,3,800,"lv","REP","false","true",49
0.3,0,3,800,"lv","DEM","false","true",48
0.3,0,3,800,"lv","REP","false","true",49
-1,2.9,7,800,"lv","DEM","false","false",46
-1,2.9,7,800,"lv","REP","false","false",45
-1,2.9,7,800,"lv","GRE","false","false",1
-1,2.9,7,800,"lv","LIB","false","false",0
0,0,24,400,"lv","DEM","false","false",51.2
0,0,24,400,"lv","REP","false","false",48.8
0,0,29,400,"lv","DEM","false","false",52.9
0,0,29,400,"lv","REP","false","false",47.1
-0.3,2,1,800,"lv","DEM","false","true",47
-0.3,2,1,800,"lv","REP","false","true",49
0.6,0.7,1,1089,"lv","DEM","false","false",44.9
0.6,0.7,1,1089,"lv","REP","false","false",46.2
0,0,1,5500,"rv","DEM","false","true",46.9
0,0,1,5500,"rv","REP","false","true",45.6
0,0,1,5500,"rv","GRE","false","true",1.5
0,0,1,5500,"rv","LIB","false","true",0.7
0,0,1,5500,"rv","IND","false","true",1.2
0.3,1.1,2,2180,"lv","DEM","false","true",49
0.3,1.1,2,2180,"lv","REP","false","true",47
-0.3,1.9,2,10812,"lv","DEM","false","true",50
-0.3,1.9,2,10812,"lv","REP","false","true",46
-1.1,2.9,3,1000,"lv","DEM","false","true",48.2
-1.1,2.9,3,1000,"lv","REP","false","true",50.5
-1.1,2.9,3,1000,"lv","DEM","false","true",49.8
-1.1,2.9,3,1000,"lv","REP","false","true",49.7
-1.1,2.9,3,950,"lv","DEM","false","true",49.7
-1.1,2.9,3,950,"lv","REP","false","true",49.6
-1.1,2.9,3,900,"lv","DEM","false","true",49.2
-1.1,2.9,3,900,"lv","REP","false","true",48.1
-1.1,2.9,3,1000,"lv","DEM","false","true",49
-1.1,2.9,3,1000,"lv","REP","false","true",49.9
-1.1,2.9,3,1000,"lv","DEM","false","true",49
-1.1,2.9,3,1000,"lv","REP","false","true",49.7
-1.1,2.9,3,1000,"lv","DEM","false","true",49.2
-1.1,2.9,3,1000,"lv","REP","false","true",49.9
-1.5,3,3,656,"rv","DEM","false","true",39
-1.5,3,3,656,"rv","REP","false","true",57
-1.5,3,3,656,"rv","DEM","false","true",38
-1.5,3,3,656,"rv","REP","false","true",56
-1.5,3,3,656,"rv","GRE","false","true",0
-1.5,3,3,656,"rv","LIB","false","true",0
-1.5,3,3,656,"lv","DEM","false","true",40
-1.5,3,3,656,"lv","REP","false","true",57
-1.5,3,3,656,"lv","DEM","false","true",39
-1.5,3,3,656,"lv","REP","false","true",56
-1.5,3,3,656,"lv","GRE","false","true",0
-1.5,3,3,656,"lv","LIB","false","true",0
0,0,3,600,"lv","DEM","false","true",37
0,0,3,600,"lv","REP","false","true",57
0.2,1.6,3,800,"lv","DEM","false","true",47
0.2,1.6,3,800,"lv","REP","false","true",47
0.2,1.6,3,800,"lv","LIB","false","true",1
0.2,1.6,3,800,"lv","GRE","false","true",1
-0.4,1.6,3,818,"rv","DEM","false","true",44
-0.4,1.6,3,818,"rv","REP","false","true",51
-0.7,2.6,4,1000,"rv","DEM","true","true",46
-0.7,2.6,4,1000,"rv","REP","true","true",47
-0.7,2.6,4,1000,"rv","IND","true","true",2
-0.7,2.6,4,1000,"rv","IND","true","true",0
-0.7,2.6,4,1000,"rv","GRE","true","true",1
-0.7,2.6,4,1000,"rv","LIB","true","true",1
-0.7,2.6,4,1000,"rv","CON","true","true",0
-0.7,2.6,4,1000,"rv","DEM","false","true",48
-0.7,2.6,4,1000,"rv","REP","false","true",48
-0.9,2.8,4,2631,"a","DEM","false","true",49
-0.9,2.8,4,2631,"a","REP","false","true",48
-0.9,2.8,4,2631,"a","IND","false","true",0
-0.9,2.8,4,2631,"a","GRE","false","true",1
-0.9,2.8,4,2631,"a","LIB","false","true",1
-0.9,2.8,4,2226,"rv","DEM","false","true",49
-0.9,2.8,4,2226,"rv","REP","false","true",47
-0.9,2.8,4,2226,"rv","IND","false","true",0
-0.9,2.8,4,2226,"rv","GRE","false","true",1
-0.9,2.8,4,2226,"rv","LIB","false","true",1
-0.9,2.8,4,1714,"lv","DEM","false","true",50
-0.9,2.8,4,1714,"lv","REP","false","true",48
-0.9,2.8,4,1714,"lv","IND","false","true",0
-0.9,2.8,4,1714,"lv","GRE","false","true",0
-0.9,2.8,4,1714,"lv","LIB","false","true",1
-0.9,2.8,4,2631,"a","DEM","false","true",50
-0.9,2.8,4,2631,"a","REP","false","true",49
-0.9,2.8,4,2226,"rv","DEM","false","true",50
-0.9,2.8,4,2226,"rv","REP","false","true",49
-0.9,2.8,4,1714,"lv","DEM","false","true",51
-0.9,2.8,4,1714,"lv","REP","false","true",48
0,0,5,1000,"lv","DEM","false","false",49.4
0,0,5,1000,"lv","REP","false","false",50.6
0.6,1.4,5,895,"lv","DEM","false","true",38
0.6,1.4,5,895,"lv","REP","false","true",58
-0.3,1.7,6,600,"lv","DEM","true","true",46
-0.3,1.7,6,600,"lv","REP","true","true",46
-0.3,1.7,6,600,"lv","IND","true","true",3
-0.3,1.7,6,600,"lv","GRE","true","true",1
